Mo,Da,Hr,Space_Heating_cz1_themrs,Water_Heating_cz1_therms,Space_Heating_cz1_kWh,Water_Heating_cz1_kWh,Space_Heating_cz6_kWh,Space_Heating_cz6_kWh,Water_Heating_cz6_kWh
3,17,5,0.00886706,0.148994,0.00494004,0.300088,0,0,0.225066
3,17,6,0.181217,0.0329644,0.121886,3.50862,0,0,3.08148
3,17,7,0.277802,0.024065,0.187409,0,0.0487811,0,0
3,17,8,0.145878,0,0.0981867,0,0.00969974,0,0
3,17,9,0.116557,0,0.0784009,0,0.000636949,0,0
3,17,10,0.0587182,0.200533,0.0392567,0.300088,0,0,0.150044
3,17,11,0.0396648,0.195435,0.0265067,4.50132,0,0,4.50132
3,17,12,0.0363424,0.0312176,0.0241188,0.780818,0,0,0.137463
3,17,13,0.0345984,0,0.0229536,0,0,0,0
3,17,14,0.0298916,0.0050965,0.0197694,0,0,0,0
3,17,15,0.0277058,0,0.0182867,0,0,0,0
3,17,16,0.0256134,0.109719,0.0168941,0,0,0,0
3,17,17,0.0218713,0,0.0144167,0,0,0,0
3,17,18,0.0199694,0.0326993,0.0131354,0.75022,0,0,0
3,17,19,0.0102964,0.0551309,0.00648347,2.13385,0,0,2.62261
3,17,20,0.0418884,0,0.0278788,0,0,0,0
3,17,21,0.0512991,0.0091375,0.0342611,0,0,0,0
3,17,22,0.061405,0,0.0411216,0,0,0,0
3,17,23,0,0.00492059,0,0,0,0,0
3,17,24,0,0,0,0,0,0,0
3,18,1,0,0,0,0,0,0,0
3,18,2,0,0,0,0,0,0,0
3,18,3,0,0,0,0,0,0,0
3,18,4,0,0,0,0,0,0,0
3,18,5,0,0,0,0,0,0,0
3,18,6,0.13342,0.00845913,0.0885255,0,0,0,0
3,18,7,0.244529,0.0320973,0.164761,0,0.0311172,0,0
3,18,8,0.115464,0.277994,0.0775712,0.675196,0.00601263,0,0.600176
3,18,9,0.100385,0.067583,0.0675604,4.50184,0.000133443,0,4.24361
3,18,10,0.0830606,0.0115678,0.0557025,0.592708,0,0,0
3,18,11,0.0587601,0.136877,0.0393206,0,0,0,0
3,18,12,0.0268871,0.0106793,0.0178023,0,0,0,0
3,18,13,0.0367846,0.00235738,0.0245428,0,0,0,0
3,18,14,0.0405943,0.00381168,0.0271385,0,0,0,0
3,18,15,0.0411139,0.00416214,0.0274071,2.28916,0,0,0
3,18,16,0.0397044,0.0170476,0.0263974,0,0,0,0
3,18,17,0.0342952,0.0101242,0.022754,0,0,0,0
3,18,18,0.029894,0.197386,0.0198036,2.99329,0,0,4.42629
3,18,19,0.0354514,0.00547809,0.0235025,0,0,0,0.117293
3,18,20,0.0406733,0.14798,0.0270836,2.04428,0,0,0
3,18,21,0.0475187,0,0.0316826,0,0,0,0
3,18,22,0.0538186,0,0.035956,0,0,0,0
3,18,23,0,0,0,0,0,0,0
3,18,24,0,0,0,0,0,0,0
3,19,1,0,0,0,0,0,0,0
3,19,2,0,0,0,0,0,0,0
3,19,3,0,0,0,0,0,0,0
3,19,4,0,0,0,0,0,0,0
3,19,5,0,0,0,0,0,0,0
3,19,6,0.0913902,0.145489,0.0600111,0,0,0,2.85084
3,19,7,0.227431,0.019255,0.153182,2.25066,0.027811,0,0.597479
3,19,8,0.109092,0.00824079,0.0731348,0.146518,0.00253996,0,0
3,19,9,0.09789,0.00323051,0.0656621,0,0,0,0
3,19,10,0.0612423,0,0.0409012,0,0,0,0
3,19,11,0.0421258,0.101907,0.0280555,0,0,0,0
3,19,12,0.0289886,0.0428377,0.0192018,0.900264,0,0,0
3,19,13,0.0142098,0.0546163,0.00912289,1.72532,0,0,2.72171
3,19,14,0.0123689,0.00234078,0.00786591,0,0,0,0
3,19,15,0.0247699,0.0086294,0.0162804,0,0,0,0
3,19,16,0.0231918,0,0.0152157,0,0,0,0
3,19,17,0.022021,0.00286761,0.0144205,0,0,0,0
3,19,18,0.0260895,0.0371816,0.0171824,0,0,0,0
3,19,19,0.0359481,0.0504142,0.0239158,0,0,0,0
3,19,20,0.0421499,0.167271,0.0281596,1.7255,0,0,1.50044
3,19,21,0.0531784,0.00601069,0.0355566,2.20847,0,0,1.70539
3,19,22,0.0640074,0.000444584,0.0428584,0,0,0,0
3,19,23,0,0,0,0,0,0,0
3,19,24,0,0.000416662,0,0,0,0,0
3,20,1,0,0,0,0,0,0,0
3,20,2,0,0,0,0,0,0,0
3,20,3,0,0,0,0,0,0,0
3,20,4,0,0,0,0,0,0,0
3,20,5,0.00372128,0.000831882,0.0014984,0,0,0,0
3,20,6,0.176705,0.0190612,0.118545,0,0,0,0
3,20,7,0.274675,0.0287009,0.185203,0,0.0157479,0,0
3,20,8,0.146358,0.00541024,0.0984725,0,0.000249852,0,0
3,20,9,0.0837106,0.0399417,0.0561407,0,0,0,0
3,20,10,0.0410102,0.0438188,0.0272975,0,0,0,0
3,20,11,0.0419556,0.00194186,0.0280059,0,0,0,0
3,20,12,0.0354088,0.000416543,0.0235923,0,0,0,0
3,20,13,0.0315958,0,0.0210203,0,0,0,0
3,20,14,0.026665,0.360258,0.0178055,3.94862,0,0,3.92414
3,20,15,0.0226503,0,0.0149138,2.85642,0,0,1.93753
3,20,16,0.0177044,0.00978033,0.0114969,0,0,0,0
3,20,17,0.0146903,0.00256667,0.00945158,0,0,0,0
3,20,18,0.0171523,0.125901,0.0111808,0,0,0,0
3,20,19,0.0271182,0,0.0179587,0,0,0,0
3,20,20,0.0342058,0.00305184,0.0227699,0,0,0,0
3,20,21,0.0448466,0,0.0299933,0,0,0,0
3,20,22,0.0565462,0.0341088,0.0379338,0.300088,0,0,0
3,20,23,0,0.00769288,0,2.1102,0,0,0
3,20,24,0,0,0,0,0,0,0
3,21,1,0,0,0,0,0,0,0
3,21,2,0,0,0,0,0,0,0
3,21,3,0,0,0,0,0,0,0
3,21,4,0,0,0,0,0,0,0
3,21,5,0.00752303,0,0.00391345,0,0,0,0
3,21,6,0.183484,0,0.123188,0,0,0,0
3,21,7,0.275086,0.0198233,0.185522,0,0.00177062,0,0
3,21,8,0.13932,0,0.0937134,0,0,0,0
3,21,9,0.0862555,0,0.0578552,0,0,0,0
3,21,10,0.044455,0.0672091,0.0295958,0,0,0,3.325
3,21,11,0.0141752,0.0426316,0.00916805,0,0,0,0
3,21,12,3.79E-05,0.0780942,2.55E-06,3.049,0,0,0
3,21,13,0,0.0557241,0,0,0,0,0
3,21,14,0.00984401,0.0160212,0.00573637,0,0,0,0
3,21,15,0.0100738,0,0.00628253,0,0,0,0
3,21,16,0.00695342,0.0239189,0.00420994,0,0,0,2.55572
3,21,17,0.00271852,0.00090177,0.00136707,0,0,0,0
3,21,18,0.00567796,0,0.00338101,0,0,0,0
3,21,19,0.0130289,0.0393129,0.0083791,0,0,0,0
3,21,20,0.0192152,0.102583,0.0125997,2.17564,0,0,0
3,21,21,0.0327051,0.00395141,0.0216428,1.07743,0,0,0
3,21,22,0.0470403,0.0126807,0.0313502,0,0,0,0
3,21,23,0,0.00423073,0,0,0,0,0
3,21,24,0,0,0,0,0,0,0
3,22,1,0,0,0,0,0,0,0
3,22,2,0,0,0,0,0,0,0
3,22,3,0,0,0,0,0,0,0
3,22,4,0,0,0,0,0,0,0
3,22,5,0,0,0,0,0,0,0
3,22,6,0.106257,0,0.0700815,0,0,0,0
3,22,7,0.2385,0,0.160617,0,0.0140266,0,0
3,22,8,0.128782,0,0.0864997,0,8.23E-05,0,0
3,22,9,0.08606,0,0.0576776,0,0,0,0
3,22,10,0.0705551,0,0.0472392,0,0,0,0
3,22,11,0.0598843,0,0.0400445,0,0,0,0
3,22,12,0.0392336,0,0.0260878,0,0,0,0
3,22,13,0.0379704,0,0.0252268,0,0,0,0
3,22,14,0.0412302,0,0.0274458,0,0,0,0
3,22,15,0.0446076,0,0.0297359,0,0,0,0
3,22,16,0.0411677,0,0.0274102,0,0,0,0
3,22,17,0.0382892,0,0.0254614,0,0,0,0
3,22,18,0.0385763,0,0.0256567,0,0,0,0
3,22,19,0.0403674,0,0.0268725,0,0,0,0
3,22,20,0.0421285,0,0.0280701,0,0,0,0
3,22,21,0.0464717,0,0.0310176,0,0,0,0
3,22,22,0.0539593,0,0.036097,0,0,0,0
3,22,23,0,0,0,0,0,0,0
3,22,24,0,0,0,0,0,0,0
3,23,1,0,0,0,0,0,0,0
3,23,2,0,0,0,0,0,0,0
3,23,3,0,0,0,0,0,0,0
3,23,4,0,0,0,0,0,0,0
3,23,5,0,0,0,0,0,0,0
3,23,6,0.130925,0,0.0869212,0,0,0,0
3,23,7,0.245021,0.00620548,0.165117,0,0.0346826,0,0
3,23,8,0.131511,0,0.08842,0,0.00425873,0,0
3,23,9,0.0874671,0.0996207,0.0587078,0,0,0,2.32568
3,23,10,0.0484465,0.0166872,0.0323863,0,0,0,1.30413
3,23,11,0.0509966,0,0.0341679,0,0,0,0
3,23,12,0.0378781,0,0.0253013,0,0,0,0
3,23,13,0.0329325,0,0.0219649,0,0,0,0
3,23,14,0.0264906,0,0.0176078,0,0,0,0
3,23,15,0.0232742,0,0.0154324,0,0,0,0
3,23,16,0.0201128,0,0.0132894,0,0,0,0
3,23,17,0.0177975,0,0.0117204,0,0,0,0
3,23,18,0.0210418,0,0.0139157,0,0,0,0
3,23,19,0.0317173,0,0.0211482,0,0,0,0
3,23,20,0.0389995,0.0142284,0.0260785,1.50044,0,0,0
3,23,21,0.0493568,0.0305629,0.0329692,1.73834,0,0,0
3,23,22,0.0619526,0.00193127,0.0414789,0,0,0,0
3,23,23,0,0,0,0,0,0,0
3,23,24,0,0,0,0,0,0,0
3,24,1,0,0,0,0,0,0,0
3,24,2,0,0,0,0,0,0,0
3,24,3,0,0,0,0,0,0,0
3,24,4,0,0,0,0,0,0,0
3,24,5,0,0,0,0,0,0,0
3,24,6,0.145587,0,0.0966322,0,0,0,0
3,24,7,0.249947,0,0.168349,0,0.00833593,0,0
3,24,8,0.12099,0,0.0811908,0,0.000813552,0,0
3,24,9,0.0772547,0,0.051687,0,0.000162356,0,0
3,24,10,0.0521765,0,0.0347606,0,0,0,0
3,24,11,0.0377136,0,0.0250018,0,0,0,0
3,24,12,0.0385725,0,0.0256009,0,0,0,0
3,24,13,0.03445,0,0.0228227,0,0,0,0
3,24,14,0.0301922,0,0.0199473,0,0,0,0
3,24,15,0.0272582,0,0.0179654,0,0,0,0
3,24,16,0.0280039,0,0.0184711,0,0,0,0
3,24,17,0.0264401,0,0.017409,0,0,0,0
3,24,18,0.0262983,0,0.0173116,0,0,0,0
3,24,19,0.0352156,0,0.0233525,0,0,0,0
3,24,20,0.0402814,0,0.0267906,0,0,0,0
3,24,21,0.0448234,0,0.0298751,0,0,0,0
3,24,22,0.0519251,0,0.0346958,0,0,0,0
3,24,23,0,0,0,0,0,0,0
3,24,24,0,0,0,0,0,0,0
3,25,1,0,0,0,0,0,0,0
3,25,2,0,0,0,0,0,0,0
3,25,3,0,0,0,0,0,0,0
3,25,4,0,0,0,0,0,0,0
3,25,5,0,0,0,0,0,0,0
3,25,6,0.106975,0.106821,0.0706785,0,0,0,0
3,25,7,0.23849,0,0.160747,0,0.0300958,0,0
3,25,8,0.127393,0.024127,0.0857008,0,0.0143364,0,2.74639
3,25,9,0.103626,0.126438,0.0696249,2.45924,0.00265598,0,0
3,25,10,0.0806885,0.0341743,0.054124,2.06327,0,0,0
3,25,11,0.0584142,0.0723358,0.0390346,0,0,0,2.73021
3,25,12,0.0297029,0.0577271,0.0196533,0,0,0,0
3,25,13,0.0261534,0.130006,0.017291,2.47572,0,0,0
3,25,14,0.0205607,0.0471165,0.0134296,1.14544,0,0,2.77047
3,25,15,0.0276433,0.0535279,0.0182597,0,0,0,0
3,25,16,0.0234456,0.015777,0.015451,0,0,0,0
3,25,17,0.0204732,0.0103436,0.0134496,0,0,0,0
3,25,18,0.0266743,0.149646,0.017666,3.22594,0,0,2.72337
3,25,19,0.0364973,0.246113,0.024261,1.80841,0,0,1.3504
3,25,20,0.0430172,0.0551644,0.0286712,2.44401,0,0,2.00488
3,25,21,0.0512395,0.0012653,0.0342046,0,0,0,0
3,25,22,0.0625403,0,0.0418649,0,0,0,0
3,25,23,0,0,0,0,0,0,0
3,25,24,0,0,0,0,0,0,0
3,26,1,0,0,0,0,0,0,0
3,26,2,0,0,0,0,0,0,0
3,26,3,0,0,0,0,0,0,0
3,26,4,0,0,0,0,0,0,0
3,26,5,0.013316,0,0.00759988,0,0,0,0
3,26,6,0.185705,0.659832,0.124906,2.55907,0,0,2.35349
3,26,7,0.281735,0.113373,0.190341,4.8622,0.0603423,0,4.73508
3,26,8,0.163682,0.0828525,0.11032,3.93538,0.0123636,0,1.61282
3,26,9,0.105558,0.348547,0.0710237,2.10062,0,0,2.17564
3,26,10,0.0628399,0.0829196,0.0420914,3.24437,0,0,3.35802
3,26,11,0.0552927,0.0221176,0.0369502,0,0,0,0
3,26,12,0.0482869,0.00156622,0.0322339,0,0,0,0
3,26,13,0.0390642,0,0.0259973,0,0,0,0
3,26,14,0.0298864,0,0.0197847,0,0,0,0
3,26,15,0.0212744,0.0175417,0.0139541,0,0,0,0
3,26,16,0.0112084,0.0437158,0.00714519,0,0,0,0
3,26,17,0.0132639,0.0208758,0.00857113,0,0,0,0
3,26,18,0.0232135,0.00156207,0.0153235,0,0,0,0
3,26,19,0.0368549,0,0.0245728,0,0,0,0
3,26,20,0.0422174,0.016154,0.0282188,0,0,0,0
3,26,21,0.048127,0.00521013,0.032243,0,0,0,0
3,26,22,0.0552434,0,0.0370753,0,0,0,0
3,26,23,0,0,0,0,0,0,0
3,26,24,0,0,0,0,0,0,0
3,27,1,0,0,0,0,0,0,0
3,27,2,0,0,0,0,0,0,0
3,27,3,0,0,0,0,0,0,0
3,27,4,0,0,0,0,0,0,0
3,27,5,0,0,0,0,0,0,0
3,27,6,0.1052,0.00698987,0.0698496,0,0,0,0
3,27,7,0.240199,0.0386582,0.162053,2.70079,0.0253851,0,0
3,27,8,0.109085,0.00449855,0.0732465,0.246518,0.0107575,0,0
3,27,9,0.102453,0,0.0688203,0,0.00551284,0,0
3,27,10,0.081179,0,0.0544496,0,0.000678356,0,0
3,27,11,0.0669217,0,0.0448095,0,0,0,0
3,27,12,0.0603702,0.0006919,0.0403831,0,0,0,0
3,27,13,0.0518331,0,0.0346087,0,0,0,0
3,27,14,0.042104,0.403549,0.0281206,2.02559,0,0,2.83012
3,27,15,0.0247662,0.0549423,0.0163721,3.72699,0,0,4.50132
3,27,16,0.0220594,0.0472937,0.0144853,0,0,0,0.841234
3,27,17,0.0259936,0.0544124,0.0171873,0,0,0,0
3,27,18,0.0297815,0.00650337,0.0197768,0,0,0,0
3,27,19,0.0371886,0.0808445,0.0248171,0.600176,0,0,0
3,27,20,0.042859,0,0.0285812,2.38286,0,0,0
3,27,21,0.0514399,0,0.0343479,0,0,0,0
3,27,22,0.0619157,0,0.0414461,0,0,0,0
3,27,23,0,0,0,0,0,0,0
3,27,24,0,0,0,0,0,0,0
3,28,1,0,0,0,0,0,0,0
3,28,2,0,0,0,0,0,0,0
3,28,3,0,0,0,0,0,0,0
3,28,4,0,0,0,0,0,0,0
3,28,5,0.0081293,0,0.00425853,0,0,0,0
3,28,6,0.183729,0.000446166,0.123375,0,0,0,0
3,28,7,0.272088,0,0.183474,0,0.0382482,0,0
3,28,8,0.139171,0.000379237,0.093587,0,0.00381911,0,0
3,28,9,0.0888189,0,0.0595695,0,0.00263065,0,0
3,28,10,0.0554666,0,0.0370202,0,0,0,0
3,28,11,0.0428195,0.0111866,0.0284824,0,0,0,0
3,28,12,0.0525298,0.0125115,0.0350824,0,0,0,0
3,28,13,0.0436051,0.000890123,0.0290576,0,0,0,0
3,28,14,0.0336599,0.065578,0.022346,0,0,0,2.25066
3,28,15,0.0291899,0.0174823,0.0193679,0,0,0,1.028
3,28,16,0.0263563,0.00662076,0.0174572,0,0,0,0
3,28,17,0.011338,0.0720038,0.00723816,2.83967,0,0,0
3,28,18,0.00271827,0.0553817,0.00131187,0,0,0,0
3,28,19,0.0222309,0.038917,0.0145949,0,0,0,0
3,28,20,0.0333268,0.0320842,0.022139,0,0,0,2.49714
3,28,21,0.0526608,0.00158471,0.0352717,0,0,0,0
3,28,22,0.0654768,0.0149294,0.043976,0,0,0,0
3,28,23,0,0.000316943,0,0,0,0,0
3,28,24,0,0,0,0,0,0,0
3,29,1,0,0.000643806,0,0,0,0,0
3,29,2,0,0,0,0,0,0,0
3,29,3,0,0,0,0,0,0,0
3,29,4,0.000531174,0,0,0,0,0,0
3,29,5,0.0205116,0,0.0130457,0,0,0,0
3,29,6,0.194908,0,0.131508,0,0,0,0
3,29,7,0.279791,0.00146227,0.188956,0,0.0282576,0,0
3,29,8,0.144915,0.00830753,0.097733,0,0.00304446,0,0
3,29,9,0.0921046,0.116689,0.0619991,1.87555,0.00752682,0,0
3,29,10,0.0522966,0.211101,0.0350275,4.50156,0,0,3.80844
3,29,11,0.0254753,0.0449453,0.0167635,0.184142,0,0,0
3,29,12,0.0274525,0.0026331,0.0181192,0,0,0,0
3,29,13,0.0330507,0.0589011,0.0219507,0,0,0,0
3,29,14,0.027488,0.00216497,0.0182089,0,0,0,0
3,29,15,0.0250791,0.00625934,0.0165816,0,0,0,0
3,29,16,0.023515,0.00462139,0.0155421,0,0,0,0
3,29,17,0.0221014,0.00239853,0.0145603,0,0,0,0
3,29,18,0.0258733,0.135414,0.0171302,3.15091,0,0,3.15091
3,29,19,0.0364357,0,0.0241736,0.322805,0,0,0.247607
3,29,20,0.0436604,0.00462139,0.0290631,0,0,0,0
3,29,21,0.0519763,0.163159,0.034738,2.2456,0,0,0
3,29,22,0.0632571,0.00122871,0.0423479,0,0,0,0
3,29,23,0,0,0,0,0,0,0
3,29,24,0,0,0,0,0,0,0
3,30,1,0,0,0,0,0,0,0
3,30,2,0,0,0,0,0,0,0
3,30,3,0,0,0,0,0,0,0
3,30,4,0,0,0,0,0,0,0
3,30,5,0.00330804,0,0.0012536,0,0,0,0
3,30,6,0.181563,0,0.121784,0,0,0,0
3,30,7,0.266941,0,0.17993,0,0.0709168,0,0
3,30,8,0.137321,0.118917,0.0923473,0,0.0203757,0,2.32568
3,30,9,0.0857569,0.0351213,0.0575868,0.150044,0.0065471,0,1.07404
3,30,10,0.0502233,0.00332947,0.0334839,2.18131,0,0,0
3,30,11,0.0373375,0,0.0247414,0,0,0,0
3,30,12,0.0312322,0,0.0206222,0,0,0,0
3,30,13,0.0126312,0.0790547,0.00804557,0,0,0,0
3,30,14,0.00181246,0.00200075,0.000834563,0,0,0,0
3,30,15,0.0184119,0,0.0119501,0,0,0,0
3,30,16,0.0148706,0.0274765,0.00962702,0,0,0,0
3,30,17,0.0142673,0.00188926,0.0092369,0,0,0,0
3,30,18,0,0.0585435,0,0.300088,0,0,0.300088
3,30,19,0.0146195,0.0388148,0.00916249,2.58499,0,0,2.66781
3,30,20,0.0333691,0,0.0220456,0,0,0,0
3,30,21,0.0434841,0,0.0289132,0,0,0,0
3,30,22,0.0540325,0,0.0360733,0,0,0,0
3,30,23,0,0,0,0,0,0,0
3,30,24,0,0.00660184,0,0,0,0,0
3,31,1,0,0.0198047,0,0,0,0,0
3,31,2,0,0,0,0,0,0,0
3,31,3,0,0,0,0,0,0,0
3,31,4,0,0,0,0,0,0,0
3,31,5,0,0,0,0,0,0,0
3,31,6,0.171121,0.0156573,0.114091,0,0,0,0
3,31,7,0.254204,0.00266496,0.171278,0,0.0452523,0,0
3,31,8,0.119966,0.289306,0.0806354,2.25066,0.00549598,0,2.17564
3,31,9,0.0706607,0.0127018,0.047272,2.40298,0,0,1.79581
3,31,10,0.0366785,0.0411317,0.0242623,0,0,0,0
3,31,11,0.0212354,0.162803,0.0138792,2.74188,0,0,2.34951
3,31,12,0.00771027,0.0448579,0.00473329,0,0,0,0
3,31,13,0.00396629,0.000276565,0.00217777,0,0,0,0
3,31,14,0.00151335,0.0113075,0.00078551,0,0,0,0
3,31,15,0,0,0,0,0,0,0
3,31,16,0,0.0832677,0,0,0,0,0
3,31,17,0,0.176039,0,3.60106,0,0,3.52603
3,31,18,0,0.0110959,0,0.721093,0,0,0.239854
3,31,19,0,0.206161,0,2.85084,0,0,2.42224
3,31,20,0,0,0,0.00821038,0,0,0
3,31,21,0,0.160411,0,0.075022,0,0,0
3,31,22,0,0.0827703,0,3.15815,0,0,2.78387
3,31,23,0,0.00693272,0,0,0,0,0
3,31,24,0,0,0,0,0,0,0
4,1,1,0,0,0,0,0,0,0
4,1,2,0,0,0,0,0,0,0
4,1,3,0,0,0,0,0,0,0
4,1,4,0,0.000595083,0,0,0,0,0
4,1,5,0,0,0,0,0,0,0
4,1,6,0.0225063,0.000966849,0.012615,0,0,0,0
4,1,7,0.190303,0.00393563,0.127392,0,0,0,0
4,1,8,0.0978364,0,0.0651527,0,0,0,0
4,1,9,0.0690642,0.254282,0.0459546,3.60106,0,0,3.12412
4,1,10,0.0450501,0.170751,0.0297717,1.05931,0,0,0
4,1,11,0.0564338,0,0.0375583,1.2747,0,0,0
4,1,12,0.0446055,0.00905143,0.0295917,0,0,0,0
4,1,13,0.0396642,0,0.0262817,0,0,0,0
4,1,14,0.0452228,0,0.0300648,0,0,0,0
4,1,15,0.0455962,0.000520214,0.0303318,0,0,0,0
4,1,16,0.0412237,0.0016368,0.0273826,0,0,0,0
4,1,17,0.0404553,0,0.0268647,0,0,0,0
4,1,18,0.0380028,0,0.0252076,0,0,0,0
4,1,19,0.0471135,0.00104172,0.0313839,0,0,0,0
4,1,20,0.0547682,0.000818401,0.0365797,0,0,0,0
4,1,21,0.0582034,0.0134482,0.0389165,0,0,0,0.075022
4,1,22,0.0600361,0.0348178,0.0401934,0,0,0,2.67363
4,1,23,0,0.042042,0,0,0,0,0
4,1,24,0,0,0,0,0,0,0
4,2,1,0,0,0,0,0,0,0
4,2,2,0,0.00215581,0,0,0,0,0
4,2,3,0,0,0,0,0,0,0
4,2,4,0,0,0,0,0,0,0
4,2,5,0.00309344,0,0.00128088,0,0,0,0
4,2,6,0.176591,0,0.118673,0,0,0,0
4,2,7,0.266814,0,0.180033,0,0.0252328,0,0
4,2,8,0.136933,0.0112734,0.0922178,0,0.00512644,0,0
4,2,9,0.110969,0.205899,0.0747245,4.20123,0,0,3.11002
4,2,10,0.0736007,0.0435857,0.049311,0.854379,0,0,0
4,2,11,0.064137,0,0.0429215,0,0,0,0
4,2,12,0.0758498,0.00997755,0.0508734,0,0,0,0
4,2,13,0.0597554,0.00439721,0.0399903,0,0,0,0
4,2,14,0.0600056,0.0233123,0.0401679,0,0,0,0
4,2,15,0.0547112,0.0112083,0.0366102,0,0,0,0
4,2,16,0.0514872,0,0.0344317,0,0,0,0
4,2,17,0.0487643,0,0.0325797,0,0,0,0
4,2,18,0.0475174,0.0602664,0.0317652,0,0,0,0
4,2,19,0.0558232,0,0.0374174,0,0,0,0
4,2,20,0.0661139,0,0.0443992,0,0,0,0
4,2,21,0.0734108,0,0.049354,0,0,0,0
4,2,22,0.0830745,0.0118509,0.0559165,0,0,0,0
4,2,23,0,0,0,0,0,0,0
4,2,24,0,0,0,0,0,0,0
4,3,1,0,0,0,0,0,0,0
4,3,2,0,0,0,0,0,0,0
4,3,3,0,0,0,0,0,0,0
4,3,4,0.0159682,0,0.00982383,0,0,0,0
4,3,5,0.029063,0.00925298,0.0191051,0,0,0,0
4,3,6,0.200202,0.0726124,0.13494,3.11958,0,0,3.14748
4,3,7,0.282674,0.108555,0.190945,0,0.0549305,0,0
4,3,8,0.151316,0,0.102072,0,0.0183966,0,0
4,3,9,0.105268,0.00348613,0.0708974,0,0.013287,0,0
4,3,10,0.0757978,0,0.0509428,0,0.0014324,0,0
4,3,11,0.0614351,0,0.0412233,0,0,0,0
4,3,12,0.0583221,0.0119144,0.0391199,0,0,0,0
4,3,13,0.0542528,0,0.0363664,0,0,0,0
4,3,14,0.0495307,0,0.0331835,0,0,0,0
4,3,15,0.0470987,0,0.0315249,0,0,0,0
4,3,16,0.0432291,0,0.0289025,0,0,0,0
4,3,17,0.0408184,0.00551476,0.0272662,0,0,0,0
4,3,18,0.0400048,0.0163671,0.0267231,0,0,0,0
4,3,19,0.0484157,0.00203254,0.032432,0,0,0,0
4,3,20,0.0571427,0.0430106,0.0383523,1.12533,0,0,0
4,3,21,0.0652458,0.00279113,0.0437383,1.63873,0,0,0
4,3,22,0.0767838,0,0.0515305,0,0,0,0
4,3,23,0,0,0,0,0,0,0
4,3,24,0,0,0,0,0,0,0
4,4,1,0,0,0,0,0,0,0
4,4,2,0,0,0,0,0,0,0
4,4,3,0,0,0,0,0,0,0
4,4,4,0.0212018,0,0.0129777,0,0,0,0
4,4,5,0.0363858,0,0.0238798,0,0,0,0
4,4,6,0.213786,0.166225,0.144038,1.50044,0,0,2.77581
4,4,7,0.291435,0.17296,0.196788,2.58849,0.08832,0,1.58196
4,4,8,0.142873,0.0712594,0.0962069,0.555091,0.0237378,0,1.50044
4,4,9,0.0875573,0.420862,0.0589141,3.4567,0.00838681,0,4.50132
4,4,10,0.0725233,0.102951,0.0487119,3.95214,0.0121839,0,2.1818
4,4,11,0.000426668,0.270079,0.000239092,3.47441,0,0,2.97019
4,4,12,0.049349,0.00442803,0.0326547,0,0,0,0
4,4,13,0.048423,0.00476081,0.0322978,0,0,0,0
4,4,14,0.0417487,0,0.0277944,0,0,0,0
4,4,15,0.0363218,0,0.024126,0,0,0,0
4,4,16,0.0313553,0.00648439,0.0207657,0,0,0,0
4,4,17,0.0275741,0.209522,0.0181936,0.450132,0,0,0.300088
4,4,18,0.0252927,0.0835698,0.0167395,4.11984,0,0,3.58198
4,4,19,0.0306385,0.0280878,0.0202557,0,0,0,0
4,4,20,0.0377861,0.00980465,0.0251073,0,0,0,0
4,4,21,0.0480249,0,0.0320533,0,0.00239251,0,0
4,4,22,0.061363,0.000276376,0.0410979,0,0.0121596,0,0
4,4,23,0,0,0,0,0,0,0
4,4,24,0,0.00134229,0,0,0,0,0
4,5,1,0,0,0,0,0,0,0
4,5,2,0,0,0,0,0,0,0
4,5,3,0,0,0,0,0,0,0
4,5,4,0,0,0,0,0,0,0
4,5,5,0.0177991,0,0.0105846,0,0,0,0
4,5,6,0.18627,0.00122707,0.125256,0,0.0159786,0,0
4,5,7,0.271717,0,0.183345,0,0.113312,0,0
4,5,8,0.150584,0,0.101421,0,0.0495434,0,0
4,5,9,0.0968929,0.0145474,0.0651164,0,0.0284192,0,0
4,5,10,0.0658442,0.254262,0.0441811,3.00088,0.0133805,0,2.85084
4,5,11,0.0565144,0.14178,0.0378198,3.18321,0.00474311,0,2.37807
4,5,12,0.0496201,0,0.0331061,0,0.00267045,0,0
4,5,13,0.0411792,0,0.0273901,0,0.000506876,0,0
4,5,14,0.0318837,0.0229989,0.021096,0,0,0,0
4,5,15,0.0147582,0.0505587,0.00952485,0,0,0,0
4,5,16,0.019421,0,0.0127008,0,0,0,0
4,5,17,0.0329691,0.00297945,0.021887,0,0,0,0
4,5,18,0.0356243,0,0.0236869,0,0,0,0
4,5,19,0.0433329,0.0189862,0.0289162,0,0,0,0
4,5,20,0.0496544,0,0.0332172,0,0,0,0
4,5,21,0.0545113,0,0.0365147,0,0,0,0
4,5,22,0.0617802,0.00239431,0.0414557,0,0.00277118,0,0
4,5,23,0,0.0186282,0,0,0,0,0
4,5,24,0,0,0,0,0,0,0
4,6,1,0,0,0,0,0,0,0
4,6,2,0,0,0,0,0,0,0
4,6,3,0,0,0,0,0,0,0
4,6,4,0,0,0,0,0,0,0
4,6,5,0,0.00380244,0,0,0,0,0
4,6,6,0.130986,0.0134814,0.0872222,0,0.0091597,0,0
4,6,7,0.243831,0.0511999,0.164475,1.3504,0.106957,0,0
