Mon,Day,Hr,Dhw_CZ12_ERWH_SF_bc,Dhw_CZ12_HPWH_SF_bc,Dhw_CZ12_HPWH_bu_SF_bc,Dhw_CZ12_HPWH_bu2_SF_bc,Dhw_CZ12_ERWH_SF_3_to_6,Dhw_CZ12_HPWH_SF_3_to_6,Dhw_CZ12_HPWH_bu_SF_3_to_6,Dhw_CZ12_HPWH_bu2_SF_3_to_6,Dhw_CZ12_ERWH_SF_10_to_1,Dhw_CZ12_HPWH_SF_10_to_1,Dhw_CZ12_HPWH_bu_SF_10_to_1,Dhw_CZ12_HPWH_bu2_SF_10_to_1,Dhw_CZ12_ERWH_MF_bc,Dhw_CZ12_HPWH_MF_bc,Dhw_CZ12_HPWH_bu_MF_bc,Dhw_CZ12_HPWH_bu2_MF_bc,Dhw_CZ12_ERWH_MF_3_to_6,Dhw_CZ12_HPWH_MF_3_to_6,Dhw_CZ12_HPWH_bu_MF_3_to_6,Dhw_CZ12_HPWH_bu2_MF_3_to_6,Dhw_CZ12_ERWH_MF_10_to_1,Dhw_CZ12_HPWH_MF_10_to_1,Dhw_CZ12_HPWH_bu_MF_10_to_1,Dhw_CZ12_HPWH_bu2_MF_10_to_1,Dhw_CZ12_NG,Dry Bulb,Wet Bulb,Dew Point,Dhw_CZ12_NG_MF
1,1,11,11.3727,1.70221,2.7746,0,6.1434,1.51791,2.80238,0,15.3585,1.51791,2.20986,2.90732,47.3554,4.25575,6.48982,0,17.4063,6.05939,1.75174,0,113.909,6.05939,13.5673,7.89727,7.24684,48.74,47.81,46.94,49.6776
1,1,12,0,1.26184,0.937866,0,1.0239,0.979351,0.626875,0,4.52787,0.979351,2.79632,0,34.6477,7.42133,5.51149,0,18.1742,3.25297,2.02943,0,40.6946,3.25297,14.8746,0,0.0447107,48.74,47.81,46.94,33.3327
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,14.8652,7.48569,6.67279,0,12.0308,3.34739,3.13877,0,19.0796,3.34739,13.2374,8.00391,0,48.38,47.34,46.4,25.7318
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51066,5.13567,0,0,2.14936,1.72482,0,0,2.14936,4.96473,0,0,50,48.54,47.3,6.77357
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84942,0,0,1.24618,1.77614,0,0,1.24618,2.00724,0,2.89751,50,48.89,48.02,20.3653
1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0.255975,5.47956,3.64412,0,11.0069,9.4579,1.81195,0,0,9.4579,1.83748,0,3.88492,50.18,48.87,47.84,26.9936
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,15.6522,5.54292,3.90945,0,2.1723,10.9929,2.00643,0,0,10.9929,1.88043,0,0.126258,51.08,48.76,46.76,42.7975
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,15.3585,3.56398,3.57245,0,10.4287,0.266456,3.6332,0,0,0.266456,0.448033,0,0.542691,51.44,48.56,46.04,6.18874
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1.52709,1.41986,1.8203,0,0,0,2.14462,0,0,0,0,0,0,50.9,48.41,46.22,3.3398
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06967,1.84068,0,0,2.6076,1.85273,0,4.60755,2.6076,0.691953,0,0,48.92,47.8,46.76,21.0192
1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,4.35158,1.10466,2.39764,0,4.35158,2.38966,1.96466,0,6.91132,2.38966,2.22353,0,0,48.74,47.23,45.86,40.8812
1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,13.5561,3.60526,1.97021,0,12.8928,5.0041,2.27463,0,0,5.0041,3.5977,0,3.21558,47.84,46.33,44.96,30.3665
1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80676,3.41195,0,0,1.73487,3.59077,0,0,1.73487,2.94603,0,0,46.04,45.47,44.96,1.64839
1,1,24,0,1.66021,0,0,0,1.97865,0,0,0,1.97865,0,0,0,1.92464,1.88055,0,0,0,3.7393,0,0,0,1.35971,0,0,45.86,45.29,44.78,0.0564459
1,2,1,0,0.793584,0,0,0,0.0975906,0,0,0,0.0975906,0,0,0,0.601469,1.77693,0,0,0,0.988289,0,0,0,0,0,1.92575,44.78,44.4,44.06,0
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44537,3.43412,0,0,0,1.20799,0,0,0,0,0,0,44.24,44.24,44.24,5.61659
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391125,0.535419,0,0,0,1.78412,0,0,0,0.177166,0,0,42.8,42.8,42.8,4.28808
1,2,4,0,0,0,0,12.2811,0,2.10921,3.61732,0,0,0,0,0,0,1.59589,0,90.7283,0,14.9724,0,0,0,1.81754,0,0,42.98,42.98,42.98,0
1,2,5,0,0,0,0,0,0,2.51915,0,0,0,0,0,0,0,0.426656,0,31.0783,0,15.2634,0,0,0,1.56398,0,0,42.08,42.08,42.08,0
1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79652,2.61438,0,0,3.75753,13.6128,0,0,3.75753,0,0,0,41,41,41,3.35543
1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55945,2.21362,0,0,6.96974,0.158856,0,0,6.96974,0,0,0,41,41,41,17.5609
1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0.767925,2.82781,0,0,0,2.97269,0,0,0,2.97269,0.76418,0,0,42.08,42.08,42.08,17.5203
1,2,9,0.51195,0,0.248055,0,0,0,0,0,0,0,0,0,15.3585,1.72315,1.10121,0,0,4.09453,0,0,1.27988,4.09453,2.01718,0,6.96255,42.08,42.08,42.08,54.2534
1,2,10,11.242,0,2.71627,0,0,0,0,0,0,0,2.70083,0,19.3999,6.41471,3.38209,0,0,4.25123,0,0,15.3585,4.25123,3.58401,0,5.73844,42.98,42.98,42.98,40.688
1,2,11,0,0,1.45319,0,0,0,0,0,13.6005,0,3.41472,0,11.6059,2.78374,2.31269,0,0,0.475534,0,0,56.6567,0.475534,14.0904,6.5557,1.76831,44.78,44.78,44.78,3.12645
1,2,12,0,0.193978,0,0,0,0,0,0,0,0,0.174757,0,0,0,5.34479,0,6.91132,0,1.26208,0,5.72077,0,15.3347,0,1.03896,44.96,44.96,44.96,16.0819
1,2,13,0,3.22771,0,0,0,2.99261,0,0,0,2.99261,0,0,0,0,5.46162,0,5.63145,1.68081,1.79213,0,0,1.68081,15.487,0,2.00781,46.04,45.47,44.96,2.298
1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,4.60755,2.09402,2.39596,0,0,3.64444,1.87766,0,0,3.64444,1.32863,0,0,48.02,46.98,46.04,10.6239
1,2,15,7.83536,0,1.61012,0,7.93522,0,1.74723,0,0,0,0,0,10.6762,3.78816,3.65469,0,0,1.34914,0.288681,0,0,1.34914,0,0,13.0215,48.92,47.71,46.58,4.49007
1,2,16,0,0,0.913688,0,0,0,1.09149,0,0,0,0,0,0,3.18274,2.88312,0,0,0,0,0,0,0,0,0,0,48.92,46.37,44.06,0.70948
1,2,17,0,0.121857,0,0,0,0.0541176,0,0,0,0.0541176,0.0417405,0,0,0,0.275397,0,0,0,0,0,0,0,0,0,8.3371,48.56,45.78,43.16,5.24342
1,2,18,0,3.65782,0,0,0,2.58472,0,0,0,2.58472,2.49824,0,0,0,0,0,0,1.59043,0,0,0,1.59043,0,0,3.91314,47.84,45.36,42.98,3.52111
1,2,19,0,0,0,0,0,0,0,0,5.63145,0,0,0,23.5497,6.25763,1.83592,0,0,5.2796,0,0,0,5.2796,0,0,1.18444,46.76,44.51,42.26,33.4902
1,2,20,0,0,2.16322,0,0,0,0,0,2.0478,0,0,0,7.26265,4.05041,1.53191,0,0,1.06737,0,0,0,1.06737,0,0,1.02721,44.6,43.73,42.8,4.99582
1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34744,1.31303,0,11.5189,2.54908,1.29334,0,11.5189,2.54908,1.29827,0,0.781727,41.18,41.18,41.18,17.4636
1,2,22,5.37547,0,0,0,5.1195,0,0.961184,0,0,0,0,0,0,0,1.79231,0,1.27988,0,1.80607,0,0.51195,0,1.81303,0,11.5019,40.82,39.84,38.66,1.76936
1,2,23,6.46545,0,0,0,5.1195,0,2.66438,0,0,0,0,0,0,0,2.15247,0,0,2.74881,3.24782,0,12.5428,2.74881,1.83599,0,0.828736,38.84,37.52,35.96,30.1992
1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70171,2.1091,0,0,0.697602,1.99032,0,2.55975,0.697602,0,0,0,36.86,36.37,35.78,0.800586
1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170207,0,0,0,2.36083,1.44674,0,0,2.36083,0,0,0.070089,35.06,34.98,34.88,2.66959
1,3,2,0,0,0.997967,0,0,0,0,0,0,0,1.19162,0,0,1.343,0.847561,0,0,3.65281,0,0,0,3.65281,0,0,0.789135,34.52,34.14,33.62,0.150107
1,3,3,0,0,1.32477,0,0,2.37903,0,0,0,2.37903,1.08297,0,0,0,3.12163,0,0,0,0,0,0,0,0,0,0,31.28,31.28,31.28,1.39376
1,3,4,0,0,0,0,8.81854,0,0,2.79438,0,0,0,0,0,0.0795125,2.18645,0,59.736,0,14.9617,0,0,0,0,0,0.0350952,32.9,32.52,32,0.127565
1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03046,3.21754,0,11.3973,2.18267,15.4236,0,0,2.18267,0,0,0,32,32,32,0.150107
1,3,6,0,1.61269,0,0,0,0,0,0,0,0,0,0,0,7.61953,0.369368,0,0,3.33043,14.0538,0,0,3.33043,0,0,0,30.92,30.92,30.92,4.85113
1,3,7,0,1.88007,0,0,0,0,0,0,0,0,0,0,11.0069,2.92198,1.76678,0,0,1.65568,0,0,0,1.65568,0.457205,0,0,30.92,30.92,30.92,46.0776
1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,46.4649,0.495252,4.17778,0,0,2.93927,0,0,0,2.93927,3.29928,0,0,29.3,29.3,29.3,68.8075
1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,12.1699,5.70049,5.38573,0,9.2151,6.25904,0.286082,0,5.88742,6.25904,5.33439,0,0.473177,31.64,31.64,31.64,33.6952
1,3,10,5.63145,0.439062,0.968014,0,0,0.595183,0.950574,0,6.39937,0.595183,0.969729,0,6.65535,10.9857,5.41042,0,5.37547,4.94881,1.77286,0,7.93522,4.94881,5.04946,0,22.1132,36.5,35.98,35.24,27.7996
1,3,11,11.8736,4.08464,2.61617,0,8.1912,3.26173,2.68251,0,15.3585,3.26173,1.16959,7.50759,15.3585,7.21024,3.41511,0,13.0547,3.82047,3.06214,0,65.2737,3.82047,14.9574,0,27.4441,41.54,39.6,37.22,70.0152
1,3,12,4.29606,2.17615,2.93801,0,5.63145,1.20736,2.63688,0,11.6533,1.20736,2.84525,0,15.3585,3.86634,5.83245,0,15.3585,3.25292,2.06006,0,62.799,3.25292,14.6226,5.25602,0.0350952,45.14,41.75,37.94,40.4185
1,3,13,0,0,0.115581,0,0,0,0,0,0,0,2.33177,0,25.1237,4.03647,5.46533,0,3.06037,3.71622,1.78331,0,16.5694,3.71622,15.333,1.54724,0,46.22,42.3,37.94,12.8421
1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,10.4683,1.54375,2.58476,0,0,0.420431,1.84628,0,0,0.420431,2.39667,0,0,48.02,42.99,37.4,13.7192
1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79925,0,0,0,1.45742,0,0,0,1.85805,0,0.391322,48.2,41.81,34.16,11.6196
1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12223,0,0,2.58338,0,0,0,2.58338,0.765516,0,6.41379,48.74,42.41,35.06,20.7085
1,3,17,0,0,1.07982,0,0,0,1.07928,0,0,0,0,0,14.0786,1.65802,3.65145,0,12.0308,5.85546,3.64751,0,0,5.85546,0,0,9.66834,48.2,42.14,35.06,53.3811
1,3,18,8.1912,1.97326,1.99709,0,7.93522,1.70615,2.00555,0,0,1.70615,0,0,7.34532,5.12578,4.74732,0,5.63145,5.8829,5.44184,0,3.83962,5.8829,0.591664,0,3.69271,46.4,41.39,35.6,52.3408
1,3,19,0.598998,1.34484,0,0,0.255975,0.812417,0,0,0,0.812417,0,0,13.7916,9.60002,4.75018,0,17.4063,3.56147,4.70667,0,8.44717,3.56147,1.74453,0,2.77506,44.42,40.54,35.96,24.2484
1,3,20,0,0,0,0,0,0,0,0,0,0,0.216001,0,0,13.8329,2.49438,0,5.63145,1.86894,3.64291,0,0,1.86894,1.82704,0,0.858717,39.74,38.02,35.96,7.09794
1,3,21,0,0,0,0,0,0,0,0,0,0,1.77674,0,0,2.81572,3.66661,0,0,0,2.50412,0,0,0,1.55059,0,0,37.94,37.12,36.14,9.38024
1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,6.1434,0,3.90193,0,6.1434,2.99395,0.543457,0,0,2.99395,0,0,0,37.58,37.25,36.86,19.8343
1,3,23,0,0,0,0,0,0,0,0,0,0,0,0,7.41652,0,3.6337,0,7.42125,1.05537,0,0,0,1.05537,0,0,0.0350952,35.06,35.06,35.06,1.07986
1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05701,1.25124,0,0,2.93704,0,0,0,2.93704,0,0,0,34.52,34.52,34.52,9.94847
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51837,2.21483,0,0,2.21409,0,0,0,2.21409,0,0,0,33.8,33.8,33.8,1.17397
1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53321,2.30314,0,0,0.557202,1.72792,0,0,0.557202,0,0,0,30.92,30.92,30.92,0.380473
1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25271,0,0,0.605222,1.83289,0,0,0.605222,0,0,0,31.1,31.1,31.1,0
1,4,4,0,0,0,0,10.3103,0,0,3.15806,0,0,0,0,0,4.63844,0,0,74.8025,6.64806,14.8699,0,0,6.64806,0,0,0,30.74,30.74,30.74,0
1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00008,0.536427,0,11.2563,2.57324,15.3197,0,0,2.57324,0,0,0,30.2,30.2,30.2,0
1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,8.1912,0,1.84004,0,0,0,15.7034,0,0,0,0,0,0.257472,30.92,30.92,30.92,4.4759
1,4,7,0,0,0,0,0,0.463487,0,0,0,0.463487,0,0,21.0238,0,2.63124,0,0,0,0,0,10.7509,0,1.27738,0,0,28.94,28.56,28.04,58.3193
1,4,8,0,1.55641,0,0,0,0.826097,0,0,0,0.826097,0,0,21.5019,0,4.20003,0,14.3346,0,2.02276,0,15.1025,0,2.55696,0,0,28.4,28,27.32,87.7213
1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,34.709,5.33159,6.73149,0,10.239,4.87952,3.50823,0,15.3585,4.87952,7.00196,0,0,29.66,29.21,28.58,61.6006
1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,25.3785,13.4973,5.25121,0,12.7987,10.152,4.03053,0,22.2698,10.152,8.73704,0,0,34.52,33.17,31.28,69.0353
1,4,11,0,0,0,0,0,0,0,0,11.8055,0,3.34587,0,27.2793,14.1036,7.78189,0,0,7.60189,4.28109,0,104.463,7.60189,12.3552,19.0967,0,38.48,35.87,32.18,32.6399
1,4,12,0,0,0,0,0,0,0,0,0,0,0.448771,0,17.8869,11.3343,7.40407,0,0.767925,3.52979,5.39909,0,45.1724,3.52979,14.882,0,0,42.62,38.83,33.98,42.3549
1,4,13,0,0,0,0,0,0,0,0,0,0,0,0,19.7432,5.64188,8.43205,0,25.3415,1.94735,3.04361,0,12.4323,1.94735,13.8583,4.53929,0,46.22,40.68,33.8,50.6884
1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,11.1512,3.68149,7.05029,0,11.7748,3.82059,2.32508,0,0,3.82059,5.22856,0.00179064,0.245686,48.2,41.36,32.9,45.5002
1,4,15,0,0,0,0,0,0,0,0,0,0,0,0,15.3585,5.26652,3.50701,0,15.3585,4.12367,3.46379,0,12.5428,4.12367,3.49233,0,1.32292,48.92,41.26,31.64,35.5891
1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,4.02297,2.54171,3.60274,0,3.29892,1.23409,3.60378,0,0,1.23409,3.63025,0,1.55703,48.74,42.36,34.88,10.6249
1,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66769,0,12.2868,3.06968,5.13628,0,0,3.06968,3.76317,0,1.95421,47.3,41.62,34.88,25.3884
1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74474,0,0,2.90365,3.71735,0,0,2.90365,1.01626,0,0,45.86,40.75,34.52,10.979
1,4,19,0,1.50126,0,0,0,0,0,0,0,0,0,0,0,0,3.68357,0,0,0,3.18765,0,0,0,0,0,2.12409,44.78,40.4,35.06,18.6805
1,4,20,0,0.651322,1.5347,0,0,1.79737,0,0,0,1.79737,0,0,12.5428,0,2.93904,0,6.1434,0.420275,0.672781,0,0,0.420275,0.636835,0,0,43.88,40,35.24,48.7212
1,4,21,0,0,1.3785,0,0,0,0,0,0,0,0,0,18.4265,3.83786,3.21109,0,9.47107,4.53941,1.74586,0,0,4.53941,1.80819,0,0,41.9,39.28,36.14,23.9676
1,4,22,0,0,0,0,0,0,0,0,0,0,0,0,11.2629,4.51535,3.63041,0,11.2629,2.49381,1.76029,0,20.222,2.49381,3.06566,0,0,41,39.12,36.86,42.6458
1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,16.1041,8.01397,2.13691,0,15.8519,7.81895,1.71191,0,17.9182,7.81895,3.5736,0,0,41,38.63,35.78,39.2202
1,4,24,0,0,0,0,0,0,0,0,0,0,0,0,8.57801,12.6856,1.73439,0,20.6232,9.40889,1.7385,0,0,9.40889,3.67239,0,0,40.82,37.84,33.98,7.65856
1,5,1,0,0,0,0,0,0,2.08033,0,0,0,0,0,0,9.51909,1.79634,0,0,4.55133,1.80093,0,0,4.55133,2.68719,0,1.96218,39.92,37.42,34.16,0.135376
1,5,2,0,0,0,0,0,0,0.61206,0,0,0,0,0,0,4.39844,4.74906,0,0,2.20552,1.85868,0,0,2.20552,0,0,0,39.74,37.67,35.06,0.0644969
1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76515,0,0,0,0.940557,0,0,0,0,0,0,38.84,37.11,34.88,0.0764441
1,5,4,0,0,0,0,0,0,0,2.64082,0,0,0,0,0,3.26292,0.753649,0,89.6506,0,14.7468,0,0,0,0,0,0,37.94,36.27,33.98,0
1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31468,0,14.4781,0,15.2156,0,0,0,0,0,0,37.76,36.17,33.98,0.0382221
1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13574,0,0,0,14.7477,0,0,0,0,0,0,36.68,35.48,33.8,0.0382221
1,5,7,6.91132,1.54081,0.882483,0,5.37547,1.08658,0.803166,0,5.37547,1.08658,0.90099,0,0,2.23951,1.793,0,0,4.34444,0.126989,0,0,4.34444,1.17317,0,39.338,33.8,33.42,32.9,1.15479
1,5,8,15.3585,4.73141,1.52969,4.64723,13.5407,3.25453,2.59903,0,12.8723,3.25453,2.51386,0,4.35158,1.03505,0,0,0,0.121067,0,0,0,0.121067,1.67391,0,11.0646,32.9,32.52,32,32.0383
1,5,9,5.27338,3.50173,2.90095,0,0,1.76312,2.37294,0,0,1.76312,2.95682,0,13.8375,0,2.48304,0,0,4.59223,0,0,0,4.59223,1.73333,0,0.582213,32,31.85,31.64,14.6749
1,5,10,0,0,0.0533328,0,0,0,0,0,0,0,0,0,0,5.76164,2.27355,0,12.2868,3.18927,0,0,0,3.18927,2.89501,0,11.2242,38.3,36.89,35.06,8.48126
1,5,11,8.70315,0.952386,1.56596,0,8.70315,1.46749,1.56467,0,15.3585,1.46749,2.34105,2.60217,0,0,2.26278,0,0,0.42526,0,0,74.0773,0.42526,15.1554,0,10.1464,41.54,38.73,35.24,4.20511
1,5,12,0.487042,1.87331,1.31924,0,0.519923,0.719977,1.33477,0,2.2312,0.719977,2.89595,0,0,2.89019,2.57909,0,0,1.48735,0,0,11.9931,1.48735,15.5774,0,0,45.14,40.91,35.96,0.614821
1,5,13,4.60755,0.885676,1.12473,0,4.60755,0.756911,1.12473,0,6.1434,0.756911,1.30974,0,0,4.66657,0,0,0,0,0,0,0,0,14.085,0,22.3056,46.22,41.46,35.96,6.81
1,5,14,5.5526,2.09498,2.10713,0,5.5515,1.67605,2.10713,0,0,1.67605,0.731716,0,0,0.133646,0,0,0,2.4103,0,0,0,2.4103,0.0322742,0,1.77527,48.2,42.47,35.96,3.74348
1,5,15,3.58365,0,0.691419,0,3.58365,0,0.691419,0,0,0,0.578167,0,7.42327,2.52675,0.594171,0,0,0,0.460766,0,4.86352,0,0,0,17.9646,50.18,43.52,35.96,56.5212
1,5,16,3.9903,0,1.77336,0,3.9903,0,1.77336,0,0,0,1.41226,0,28.1573,0,4.98826,0,0.767925,0,1.78474,0,9.47107,0,0,0,0.0597953,51.08,43.94,35.96,19.1596
1,5,17,0,0,0,0,0,0,0,0,0,0,0,0,9.38164,0.351169,4.16497,0,12.2868,1.09339,1.84301,0,0,1.09339,0.403482,0,2.25175,50.9,43.86,35.96,6.04087
1,5,18,0,2.95741,0,0,0,2.4682,0,0,7.93522,2.4682,0,0,0,3.37576,2.97384,0,0,2.60434,1.30049,0,0,2.60434,1.78237,0,3.74965,48.74,42.74,35.96,6.61985
1,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9212,3.38002,0,0,5.73842,0.314631,0,0,5.73842,1.8675,0,0.308863,46.4,41.55,35.96,11.3073
1,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75275,1.95232,0,0,3.7072,1.73225,0,0,3.7072,0.542836,0,8.14213,41.9,39.2,35.96,29.5831
1,5,21,0,0,2.30386,0,0,0,2.30386,0,0,0,0,0,0,0,0.780925,0,0,0.767795,1.78121,0,0,0.767795,0,0,0.430414,40.82,38.52,35.78,2.50101
1,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772721,1.75865,0,0,0,1.84763,0,0,0,0,0,0,39.92,37.77,35.06,10.5926
1,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80469,1.01978,0,0,0,1.21698,0,0,0,0,0,0.245707,40.1,37.94,35.24,8.98384
1,5,24,11.2629,2.77451,1.73283,0,11.2629,2.23036,1.73281,0,10.495,2.23036,1.85029,0,0,1.06324,1.80342,0,0,4.49952,0,0,0,4.49952,0,0,26.0626,41.9,39.28,36.14,10.6834
1,6,1,6.19943,2.21657,1.87305,0,6.19943,1.4376,1.87318,0,2.83179,1.4376,2.88168,0,7.93522,5.65547,1.87085,0,0,3.29279,0,0,0,3.29279,0,0,0,39.92,38.69,37.22,10.0274
1,6,2,0,0,0,0,0,0,0,0,0,0,0.53519,0,5.59943,5.95459,0.425673,0,0,2.07303,0,0,0,2.07303,0,0,0,40.1,39.2,38.12,0
1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8915,0,0,0,0.70018,0,0,0,0.70018,0,0,0,41.18,40.18,39.02,0.238901
1,6,4,0,0,0,0,8.55044,0,0,2.67875,0,0,0,0,0,0,0.65776,0,46.0755,0,14.9051,0,0,0,0,0,0,42.08,40.64,39.02,0.203599
1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2426,1.84718,0,16.7547,1.99755,14.9601,0,0,1.99755,0,0,0,42.26,40.73,39.02,0.0733716
1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1618,2.90426,0,0,0,13.639,0,0,0,1.61168,0,0.329245,42.8,41.09,39.2,15.5424
1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02471,0,0,0,0.0958299,0,0,0,1.82011,0,0,42.26,41.02,39.74,31.4426
1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,5.63145,0,2.79654,0,0,0,0,0,0,0,1.77589,0,6.19459,42.98,41.1,39.02,16.1811
1,6,9,0,0,2.59008,0,0,0,0,0,0,0,2.55787,0,25.965,0.892053,3.67771,0,0,0.166772,0,0,2.0478,0.166772,0,0,8.87227,43.16,41.19,39.02,15.3872
1,6,10,13.1415,3.49566,1.98795,0,8.1912,2.96821,2.362,0,13.1548,2.96821,1.98898,0,33.6828,5.56545,2.82076,0,0,7.54695,0,0,14.5906,7.54695,0,0,14.3348,45.14,42.2,39.02,59.9589
