Mon,Day,Hr,Dhw_CZ9_ERWH_SF_bc,Dhw_CZ9_HPWH_SF_bc,Dhw_CZ9_HPWH_bu_SF_bc,Dhw_CZ9_HPWH_bu2_SF_bc,Dhw_CZ9_ERWH_SF_3_to_6,Dhw_CZ9_HPWH_SF_3_to_6,Dhw_CZ9_HPWH_bu_SF_3_to_6,Dhw_CZ9_HPWH_bu2_SF_3_to_6,Dhw_CZ9_ERWH_SF_10_to_1,Dhw_CZ9_HPWH_SF_10_to_1,Dhw_CZ9_HPWH_bu_SF_10_to_1,Dhw_CZ9_HPWH_bu2_SF_10_to_1,Dhw_CZ9_ERWH_MF_bc,Dhw_CZ9_HPWH_MF_bc,Dhw_CZ9_HPWH_bu_MF_bc,Dhw_CZ9_HPWH_bu2_MF_bc,Dhw_CZ9_ERWH_MF_3_to_6,Dhw_CZ9_HPWH_MF_3_to_6,Dhw_CZ9_HPWH_bu_MF_3_to_6,Dhw_CZ9_HPWH_bu2_MF_3_to_6,Dhw_CZ9_ERWH_MF_10_to_1,Dhw_CZ9_HPWH_MF_10_to_1,Dhw_CZ9_HPWH_bu_MF_10_to_1,Dhw_CZ9_HPWH_bu2_MF_10_to_1,Dhw_CZ9_NG,Dry Bulb,Wet Bulb,Dew Point
1,1,1,0,0,0,0,0,0.0543009,0,0,0,0.0543009,0,0,0,7.09647,1.75947,0,0,3.57224,0,0,0,3.57224,0,0,0,44.42,38.28,30.38
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57236,0,0,0,0,0,0,0,0,0,0,0,42.62,37.31,30.38
1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36.37,30.2
1,1,4,0,0,0,0,11.3646,0,2.32589,3.01146,0,0,0,0,0,0,0,0,61.434,0.926329,14.7704,0,0,0.926329,0,0,0,40.82,35.63,28.58
1,1,5,0,0,0,0,0,0,1.95527,0,0,0,0,0,0,2.86834,0.0939275,0,16.5916,3.17327,15.2352,0,0,3.17327,0,0,0,39.2,34.68,28.58
1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,18.6862,2.24557,4.95948,0,17.9182,1.85175,14.7672,0,17.6623,1.85175,1.32504,0,0,39.02,34.65,28.76
1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,30.6355,1.4277,4.37948,0,12.0308,0,3.74875,0,28.717,0,1.70326,0,0.0626239,37.4,34.41,30.38
1,1,8,0,0,0.169612,0,0,0,0,0,0.767925,0,0,0,9.28704,3.94927,5.42913,0,0,3.87286,3.59219,0,0,3.87286,4.11143,0,4.2267,37.58,34.52,30.38
1,1,9,0,0,2.9193,0,0,0,0,0,8.65502,0,0.481198,0,0,7.40587,5.20137,0,0,5.30042,1.88801,0,0,5.30042,5.05305,0,1.8493,39.56,35.68,30.38
1,1,10,4.35158,3.2745,0,0,0,0.221531,0,0,0,0.221531,2.9561,0,1.79183,5.23773,6.62049,0,1.0239,1.11498,1.07621,0,3.0717,1.11498,3.66418,0,14.0391,43.16,37.76,30.74
1,1,11,11.2061,1.86964,2.52912,0,0,3.0015,1.28436,0,15.3585,3.0015,2.38116,2.91654,15.3585,3.83061,6.57241,0,27.9013,3.8254,0,0,105.679,3.8254,13.6687,6.8285,6.77991,46.76,40.85,33.8
1,1,12,0,0,0.251086,0,0,0,0.936678,0,1.90543,0,1.76303,0,18.8195,6.90423,4.3245,0,13.8226,6.86777,1.8205,0,63.9417,6.86777,14.908,0,0.0418299,50.72,42.71,33.44
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,15.3225,8.48363,3.82885,0,14.8465,7.14002,3.56372,0,17.0907,7.14002,14.1253,0,0,55.76,43.98,30.02
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20701,4.54751,0,1.53585,1.70751,2.62541,0,0,1.70751,3.51083,0,0,59.18,44.53,26.78
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17919,2.8033,0,13.3107,2.83902,1.83027,0,0,2.83902,1.84791,0,2.71082,60.8,45.39,27.14
1,1,16,0,0,0,0,8.44717,0,0,0,0,0,0,0,43.0038,0.852464,3.10178,0,0,4.44226,1.87419,0,0,4.44226,1.89068,0,3.63461,60.62,46.5,30.74
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,4.14104,5.96646,3.80722,0,2.0478,7.29174,1.82125,0,0,7.29174,0.934596,0,0.118123,59.36,46.91,33.62
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,15.3585,3.93432,5.31997,0,15.3585,1.75427,1.74947,0,0,1.75427,0,0,0.507724,57.92,46.97,35.78
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0.893029,3.17025,2.92104,0,3.66598,0,1.83311,0,0,0,0,0,0,57.02,47.28,37.58
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41164,2.55187,0,0,0,1.86082,0,0,0,0,0,0,55.22,47.16,39.38
1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,3.83962,2.38404,1.69286,0,3.58365,2.22147,1.66876,0,0,2.22147,0.372778,0,0,53.42,47.2,41.36
1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,12.3885,3.7357,1.75018,0,11.546,5.10632,1.74986,0,10.239,5.10632,2.98248,0,3.00839,51.8,47.98,44.6
1,1,23,0,2.66648,0,0,0,0,0,0,0,0,0,0,0,2.04954,1.82856,0,0,1.38419,1.82817,0,2.81572,1.38419,3.66,0,0,51.44,46.02,40.82
1,1,24,0,0.0289008,0,0,0,2.0327,0,0,0,2.0327,0,0,0,0,3.28933,0,0,0,1.8503,0,0,0,2.62201,0,0,48.2,43.79,39.2
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0416,0,0,0.057268,0,0,0,0.057268,0,0,1.80389,48.38,43.88,39.2
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52442,0.671349,0,0,3.81544,1.21165,0,0,3.81544,0,0,0,50,44.76,39.56
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79377,0.248754,0,0,0.411126,1.78748,0,0,0.411126,0,0,0,50.18,46.34,42.8
1,2,4,0,0,0,0,9.42093,0,2.33847,2.95363,0,0,0,0,0,0.397138,1.62034,0,90.649,0,14.796,0,0,0,0,0,0,51.62,47.02,42.8
1,2,5,0,0,0,0,0,0,1.92662,0,0,0,0,0,0,3.74921,0,0,19.7266,1.87474,14.9942,0,0,1.87474,1.76953,0,0,50.36,46.26,42.44
1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75095,0.557269,0,0,3.57517,13.5533,0,0,3.57517,2.1614,0,0,50.18,45.59,41.18
1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01065,0,0,5.86043,0.0957014,0,0,5.86043,1.8818,0,0,51.8,47.1,42.8
1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63808,2.25816,0,0,2.02514,0,0,0,2.02514,0.308442,0,0,51.08,47.84,44.96
1,2,9,0,0,0.209093,0,0,0,0,0,0,0,0,0,2.81573,3.50754,3.7332,0,0,1.59838,0,0,0.51195,1.59838,0,0,6.39526,50,47.73,45.68
1,2,10,10.7638,0,2.76434,0,0,0,0,0,0,0,1.98789,0,22.7818,3.58179,3.16311,0,0,1.33567,0,0,14.0786,1.33567,2.44396,0,5.34203,48.92,47.79,46.76
1,2,11,0,0,1.06,0,0,0,0,0,12.3393,0,3.34276,0,16.7446,0.519029,1.84166,0,0,0,0,0,30.717,0,14.8836,0,1.65641,48.2,47.9,47.66
1,2,12,0,0.748816,0,0,0,0,0,0,0,0,0.621917,0,0,0,1.86368,0,0,0,1.00974,0,11.529,0,15.3148,0,0.973215,48.2,48.2,48.2
1,2,13,0,2.33778,0,0,0,2.65792,0,0,0,2.65792,0,0,0,1.94217,1.91214,0,0,3.3621,1.80143,0,8.48988,3.3621,15.2282,0,1.88076,50,48.98,48.2
1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44875,4.35957,0,0,2.59305,1.85576,0,0,2.59305,0.415541,0,0,50.18,49.16,48.38
1,2,15,0,0,1.58137,0,0,0,1.70153,0,0,0,0,0,0,7.29757,4.53077,0,0,4.26047,0,0,0,4.26047,0,0,11.9606,51.8,50.78,50
1,2,16,0,0,0.857567,0,0,0,0.840087,0,0,0,0,0,0,3.10856,2.18647,0,0,0.963258,0,0,0,0.963258,0,0,0,51.8,50.68,49.82
1,2,17,0.767925,0.11976,0,0,1.0239,0.110747,0,0,0,0.110747,0,0,12.5428,0,1.38594,0,0,0,0,0,0,0,0,0,7.6592,51.98,50.36,49.1
1,2,18,9.88599,3.21535,0,0,8.70315,2.55854,0,0,0,2.55854,0.570772,0,2.88968,0,0,0,0,0.856735,0,0,0,0.856735,0,0,3.65314,51.8,49.77,48.2
1,2,19,0,0,0,0,0,0,0,0,0,0,1.55457,0,20.99,0,0,0,14.8465,4.32003,0,0,0,4.32003,0,0,1.10949,51.8,49.77,48.2
1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,9.59721,1.16386,0.670555,0,2.0478,4.97578,1.33957,0,0,4.97578,0,0,0.962206,51.8,49.77,48.2
1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982167,3.17555,0,0,0,3.13263,0,0,0,1.31051,0,0.73226,51.8,49.77,48.2
1,2,22,0,0,0.928458,0,0,0,0.898014,0,5.63145,0,0,0,0,1.97309,2.24859,0,0,0,3.45399,0,0,0,1.8277,0,10.6101,51.8,49.77,48.2
1,2,23,0,0,2.63988,0,0,0,2.39376,0,4.86352,0,0,0,13.3107,3.42613,4.20043,0,0,0.279271,2.94654,0,11.7748,0.279271,1.37774,0,0.776294,51.8,49.77,48.2
1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,6.67526,1.90123,1.136,0,0,1.62377,1.83177,0,1.27988,1.62377,0,0,0,51.8,49.77,48.2
1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15461,1.17143,0,0,1.15461,0,0,0.0656357,51.44,49.51,48.02
1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39044,0,0,0,0,0,0,0,0,0,0,0.738996,47.84,46.88,46.04
1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30298,2.21115,0,0,1.91845,0,0,0,1.91845,0,0,0,44.42,43.52,42.62
1,3,4,0,0,0,0,14.7031,0,0,2.79694,0,0,0,0,0,2.28628,3.03306,0,61.434,0.112094,15.1767,0,0,0.112094,0,0,0.0328654,42.8,41.81,40.82
1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93548,0.804216,0,9.54998,5.16899,15.5351,0,0,5.16899,0,0,0,42.8,40.98,39.02
1,3,6,0,2.39313,0,0,0,2.39926,0,0,0,2.39926,0,0,0,2.88547,0.0626665,0,0,4.63189,13.7315,0,0,4.63189,0,0,0,42.8,40.2,37.22
1,3,7,0,0.439156,0,0,0,0,0,0,0,0,0,0,0,2.6579,1.40258,0,0,0.266931,0,0,0,0.266931,0,0,0,43.16,39.25,34.52
1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,25.8535,3.12385,3.11854,0,0,4.04829,0,0,0,4.04829,1.62446,0,0,46.4,37.93,26.6
1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,27.7795,1.34403,5.3489,0,2.0478,0.804517,0,0,0,0.804517,4.63037,0,0.443112,46.58,37.49,24.98
1,3,10,8.44717,0.248514,0.980853,0,0,0.221468,0.929797,0,3.0717,0.221468,2.31065,0,0.336111,8.10862,4.90068,0,10.495,5.49737,0,0,0,5.49737,5.30337,0,20.4604,48.38,38.35,24.62
1,3,11,15.3585,3.62609,2.66826,0,7.42327,3.32843,2.77218,0,15.3585,3.32843,1.17451,7.56099,12.5428,3.9497,4.81579,0,12.2868,4.07497,1.12383,0,107.509,4.07497,14.9211,0,25.2604,50.18,38.39,21.38
1,3,12,2.59675,1.5565,2.71572,0,4.35158,1.07291,2.04474,0,8.49588,1.07291,2.92996,0,15.3585,3.59632,6.3786,0,15.0953,3.33654,1.768,0,50.0971,3.33654,15.2267,0,0.0328654,51.98,39.35,21.38
1,3,13,0,0,0,0,0,0,0,0,0,0,1.94404,0,3.59465,7.99924,4.93762,0,0,6.43008,1.81661,0,9.62498,6.43008,15.1886,0,0,53.78,40.29,21.38
1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63566,2.28316,0,0,1.28802,1.88492,0,0,1.28802,3.7311,0,0,55.22,40.92,21.02
1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,12.7987,0,1.82523,0,0,0,0.449061,0,0,0,1.80249,0,0.366458,53.78,39.45,17.96
1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,5.47913,0,3.52297,0,0,0,0,0,0,0,0,0,6.00628,55.04,40.46,19.58
1,3,17,0,0,0.810624,0,0,0,0.809723,0,0,0,0,0,27.2649,0,3.71285,0,0,1.27407,0,0,0,1.27407,0,0,9.05403,52.88,38.97,17.96
1,3,18,0,0,2.04464,0,0,0,2.06326,0,0,0,0,0,8.92651,0.783199,4.32358,0,4.60755,4.99765,0.595839,0,0,4.99765,0.5153,0,3.45808,50.72,37.94,18.5
1,3,19,9.09827,2.91508,0,0,8.44717,2.73973,0,0,0,2.73973,0,0,11.1395,5.13786,2.48923,0,9.72705,8.15125,2.92664,0,0,8.15125,1.77247,0,2.59874,49.64,37.4,18.68
1,3,20,0,0.312558,0,0,0,0.0248452,0,0,0,0.0248452,0,0,0,8.52024,1.82119,0,0,5.93868,5.39176,0,0,5.93868,1.85478,0,0.804156,46.4,37.35,24.8
1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77748,1.89012,0,0,0,5.21764,0,0,0,0.860738,0,0,46.4,36.75,22.82
1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29133,0,0,0.284264,2.82466,0,13.3107,0.284264,0,0,0,46.4,35.83,19.4
1,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75917,3.72059,0,0,3.50454,1.83672,0,0.51195,3.50454,0,0,0.0328654,46.4,35.38,17.6
1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80023,1.72078,0,0,0,1.11046,0,0,0,0,0,0,46.4,35.02,16.16
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29166,2.43438,0,0,1.23132,0,0,0,1.23132,0.261974,0,0,46.04,35.3,18.14
1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641628,2.36623,0,0,1.21145,0.584205,0,0,1.21145,1.79532,0,0,42.62,34.21,21.38
1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.207,0.617682,0,0,4.53649,1.80752,0,0,4.53649,1.87053,0,0,40.82,33.18,21.38
1,4,4,0,0,0,0,9.06548,0,0,3.15229,0,0,0,0,0,8.07135,0.416797,0,106.773,2.7782,14.9061,0,0,2.7782,0.398145,0,0,39.02,32.14,21.38
1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83505,0,31.2101,0,15.3226,0,0,0,0,0,0,37.58,31.26,21.2
1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09894,0,0,0,15.7144,0,0,0,0.720327,0,0.241132,39.2,31.71,19.58
1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,12.0308,0,3.36381,0,0,0,0.0320517,0,0.255975,0,3.06155,0,0,39.2,31.71,19.58
1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,20.222,0,4.72989,0,8.95912,0,1.62523,0,15.3585,0,4.0758,0,0,39.38,31.79,19.4
1,4,9,0,1.06879,0,0,0,0.874537,0,0,0,0.874537,0,0,17.424,1.16037,5.09818,0,9.2151,2.99002,2.46485,0,12.2868,2.99002,4.57432,0,0,42.44,33.15,17.78
1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,28.9311,4.97053,5.0191,0,14.0786,11.1309,3.35818,0,18.4302,11.1309,6.194,0,0,46.04,34.74,15.8
1,4,11,0,0,0,0,0,0,0,0,10.9699,0,2.99977,0,25.121,10.7792,6.71343,0,0,10.9605,1.79783,0,99.7165,10.9605,13.724,8.56257,0,50.36,36.81,14
1,4,12,0,0,0,0,0,0,0,0,0,0,2.17647,0,14.3143,12.4109,6.06541,0,0,6.06624,1.87232,0,42.4827,6.06624,15.0968,0,0,53.96,38.39,12.2
1,4,13,0,0,0,0,0,0,0,0,0,0,0,0,15.164,5.35671,8.73489,0,11.2629,1.91763,1.95668,0,4.86352,1.91763,13.9014,0,0,57.2,39.83,10.4
1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,13.7817,4.63273,6.31136,0,9.2151,3.32839,1.93714,0,0.767925,3.32839,5.62707,0,0.230094,57.38,39.67,8.78
1,4,15,0,0,0,0,0,0,0,0,0,0,0,0,23.0378,7.44849,4.34038,0,15.3585,3.55398,3.95539,0,0,3.55398,3.60321,0,1.23897,59,40.48,8.78
1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,19.032,1.39316,3.68265,0,1.47965,1.02921,5.39006,0,0,1.02921,3.74134,0,1.45821,59.18,40.63,9.14
1,4,17,0,0,0,0,0,0,0,0,0,0,0,0,7.4753,0,2.54166,0,0,1.55086,7.20635,0,0,1.55086,1.42092,0,1.83019,58.82,40.95,12.38
1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03822,0.874462,0,0,0.33645,4.72316,0,0,0.33645,0,0,0,56.84,40.69,16.34
1,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88521,0,14.3346,0,0,0,1.98929,53.42,39.7,19.76
1,4,20,0,1.8169,1.05825,0,0,1.58362,0,0,0,1.58362,0,0,6.1434,0,3.52628,0,5.88742,0.121547,0.837386,0,0,0.121547,0,0,0,51.62,39.27,21.74
1,4,21,0,0,1.7557,0,0,0,0,0,0,0,0,0,10.1158,0,4.75323,0,7.42327,4.07742,1.77193,0,0,4.07742,0,0,0,49.46,39.06,24.98
1,4,22,0,0,0,0,0,0,0,0,0,0,0,0,9.47107,0.990767,4.67748,0,9.47107,2.35855,2.80093,0,9.2151,2.35855,2.24765,0,0,44.6,36.38,24.8
1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,15.7096,7.11466,3.7819,0,15.2022,6.2805,3.54951,0,12.2868,6.2805,3.5319,0,0,44.42,35.8,23.18
1,4,24,0,0,0,0,0,0,0,0,0,0,0,0,7.34198,9.48111,3.64174,0,7.28841,9.30286,3.65044,0,0,9.30286,3.64815,0,0,42.44,34.7,23.36
1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8467,2.74849,0,0,4.83889,2.43975,0,0,4.83889,2.6095,0,1.83701,39.38,33.35,24.62
1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50102,5.54261,0,0,2.50371,1.47827,0,0,2.50371,1.07705,0,0,40.82,33.18,21.38
1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0418,1.05628,0,0,1.2491,0,0,0,1.2491,0,0,0,39.2,32.35,21.74
1,5,4,0,0,0,0,0,0,2.19699,3.21738,0,0,0,0,0,7.06136,2.42811,0,104.562,0,15.0639,0,0,0,0,0,0,39.2,33.37,24.98
1,5,5,0,0,0,0,0,0,2.60951,0,0,0,0,0,0,0,1.90055,0,24.284,1.62336,15.4657,0,0,1.62336,1.82788,0,0,39.2,33.37,24.98
1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04673,0.119912,0,0,0,15.0076,0,0,0,2.17419,0,0,39.38,33.35,24.62
1,5,7,6.39937,1.39467,0.876356,0,5.1195,1.11221,0.745355,0,4.86352,1.11221,0.898159,0,0,1.02728,0,0,0,4.07543,0,0,0,4.07543,1.28536,0,36.2121,41,33.39,21.74
1,5,8,15.3585,4.19143,2.55436,0,11.3479,3.35649,2.90291,0,11.2629,3.35649,2.62598,0,3.83962,1.88213,0,0,0,0.338826,0,0,0,0.338826,1.09311,0,10.3588,41,34.41,24.98
1,5,9,2.55527,2.45073,2.77501,0,0,1.45511,0.268654,0,0,1.45511,2.30474,0,12.0565,0,1.05405,0,0,0,0,0,0,0,1.16322,0,0.545074,41.9,34.86,24.8
1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06029,0,0,2.22613,0,0,0,2.22613,0,0,10.5082,48.56,37.93,22.82
1,5,11,7.1673,0,1.55282,0,7.1673,0,1.56173,0,15.3585,0,2.38464,2.61605,0,0,2.39379,0,0,0.66527,0,0,74.6647,0.66527,15.1544,0,9.49915,51.98,38.86,19.4
1,5,12,1.21169,0,1.11945,0,1.23997,0.221465,1.03536,0,1.09854,0.221465,2.63016,0,0,3.75832,3.21587,0,0,3.62944,0,0,14.5611,3.62944,15.5919,0,0,53.96,39.53,17.6
1,5,13,4.0956,1.86298,0.864587,0,4.0956,3.3819,0.86445,0,4.60755,3.3819,1.23302,0,0,3.19291,0,0,0,0,0,0,0,0,13.4737,0,20.6917,57.56,40.98,15.98
1,5,14,5.07326,2.70069,2.09886,0,5.07325,0.661058,2.1011,0,0,0.661058,0.635558,0,0,1.90204,1.68128,0,0,2.00567,0,0,0,2.00567,0.128567,0,1.66202,60.98,42.67,15.8
1,5,15,0,0,0.616816,0,0,0,0.61678,0,0,0,0,0,5.88742,0,1.2652,0,0,0.336592,0,0,0,0.336592,0,0,16.508,62.6,43.13,13.82
1,5,16,0,0,1.62471,0,0,0,1.62487,0,0,0,0,0,13.7698,0,4.36944,0,0,0,0,0,12.5428,0,0,0,0.055981,62.78,42.69,10.76
1,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04703,0,0,2.32063,1.59284,0,0.767925,2.32063,0,0,2.10811,63.5,43,10.4
1,5,18,8.94335,2.39981,0,0,8.94334,2.31373,0,0,0,2.31373,2.37989,0,0,5.1828,4.84767,0,3.32768,1.86748,1.8457,0,0,1.86748,0,0,3.51046,62.42,42.45,10.4
1,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35323,2.44258,0,9.2151,6.03792,1.24008,0,0,6.03792,0,0,0.289161,60.26,41.13,8.96
1,5,20,0,0,0,0,0,0,0,0,8.44717,0,0,0,0,3.65266,0,0,0,2.99921,0.862799,0,0,2.99921,0.229926,0,7.62274,55.22,38.91,11.48
1,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79255,0,0,0.51195,1.73952,1.78726,0,0,1.73952,1.77123,0,0.402958,53.42,39.18,17.6
1,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0308,0,1.86028,0,0,0,1.86236,0,0,51.44,37.79,16.16
1,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798521,0,0,0,0.672312,0,0.230033,48.2,36.43,17.78
1,5,24,10.495,2.50074,1.84186,0,10.495,2.22603,1.84179,0,9.72705,2.22603,1.79196,0,0,0,1.7618,0,0,1.14324,0,0,0,1.14324,0,0,24.0794,48.02,36.33,17.78
1,6,1,3.13117,1.67144,2.91986,0,3.13117,1.22095,2.91961,0,1.14548,1.22095,2.39009,0,0,5.7772,2.8098,0,0,3.13353,0,0,0,3.13353,0,0,0,46.22,35.36,17.96
1,6,2,0,0,0.3358,0,0,0,0.337043,0,0,0,0,0,0,4.658,1.43555,0,0,3.76064,0,0,0,3.76064,0,0,0,44.96,34.81,18.68
1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10258,1.67839,0,0,1.33498,0,0,0,1.33498,0,0,0,48.02,35.21,12.74
1,6,4,0,0,0,0,8.56191,0,0,2.64577,0,0,0,0,0,0,2.60684,0,0,0,15.1588,0,0,0,0,0,0,46.22,34.85,15.98
1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86496,0,3.83962,0.570434,15.0633,0,0,0.570434,0,0,0,44.42,33.95,16.52
1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,14.8465,2.36347,1.89287,0,12.5342,3.00929,13.8201,0,0,3.00929,1.62485,0,0.307879,42.98,34.35,21.2
1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,13.0211,3.60914,2.89288,0,0,0,0,0,0,0,1.82045,0,0,44.42,34.75,19.76
1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,10.1804,0,2.85125,0,0,0,0,0,0,0,1.89168,0,5.68601,42.98,34.4,21.38
1,6,9,0,0,2.11986,0,0,0,0,0,0,0,2.11752,0,0,0,1.89243,0,0,0.576693,0,0,0,0.576693,0.204351,0,8.1882,45.32,35.72,21.2
1,6,10,11.8343,3.22708,2.05497,0,6.91132,3.01351,2.44721,0,11.8356,3.01351,2.07529,0,33.0208,2.40343,0.0143695,0,0,5.34349,0,0,0,5.34349,0,0,13.1731,50.72,38.1,19.22
1,6,11,0,0.561719,0,0,0,0.283795,0.906245,0,8.37423,0.283795,3.42235,0,27.6621,3.22092,0.454949,0,0,4.02649,0,0,101.587,4.02649,14.7944,0,0,56.12,40.24,15.98
1,6,12,0,0,0,0,0,0,0,0,0,0,0,0,1.0239,3.20374,2.18328,0,2.55975,3.06446,0,0,44.4528,3.06446,15.1582,0,0.30756,60.98,42.64,15.8
1,6,13,0,0,0,0,0,0,0,0,0,0,0,0,15.3585,1.07873,3.92191,0,15.3585,2.3906,1.6497,0,18.3442,2.3906,14.2433,0,0.0910028,62.6,43.02,13.46
1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,4.56712,8.96634,5.05346,0,5.69596,7.02537,1.80953,0,0,7.02537,1.92388,0,0.356084,62.6,42.29,8.96
1,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24136,3.95889,0,0,3.63343,1.86441,0,0,3.63343,1.2734,0,0.209994,62.6,42.65,11.3
1,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88675,5.85724,0,0,2.76757,0.701842,0,0,2.76757,0,0,4.84742,62.6,43.54,16.16
1,6,17,0,0,0,0,0,0,0,0,0,0,0,0,1.53585,3.82112,6.37207,0,0,2.99805,0.925098,0,0,2.99805,0,0,0,62.06,43.62,17.78
1,6,18,0,0,0,0,0,0,0,0,0,0,0,0,14.0692,0.41556,4.00476,0,0,0,1.77595,0,0,0,0,0,0,60.62,42.88,17.78
1,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88565,0,7.1673,0,1.84606,0,0,0,0,0,5.09607,58.82,42.01,17.96
1,6,20,0,0,0,0,0,0,0,0,0,0,0,0,3.83962,0,1.45558,0,23.0378,1.70606,1.39545,0,0,1.70606,0.629945,0,1.53566,57.02,41.63,20.3
1,6,21,0,0,0,0,0,0,0,0,0,0,0,0,21.5019,2.89453,4.89518,0,15.3585,5.93891,2.42058,0,0,5.93891,3.51692,0,0,55.22,42,24.98
1,6,22,0,0,0,0,0,0,0,0,0,0,0,0,12.5344,3.97616,3.71647,0,0.391835,3.67949,3.55753,0,3.32768,3.67949,3.64695,0,0.0838257,53.6,41.24,25.16
1,6,23,0,1.04543,0,0,0,0.864378,0,0,0,0.864378,0,0,0,3.6887,3.70042,0,11.2629,1.40307,3.65085,0,12.7987,1.40307,3.17622,0,0,53.6,41.68,26.6
1,6,24,0,1.47737,0.66575,0,0,1.43436,0.574393,0,0,1.43436,0,0,0,2.52258,2.14901,0,3.32768,0,3.11844,0,0,0,1.88679,0,1.73921,53.42,41.2,25.34
1,7,1,0,0,2.04395,0,0,0,2.10851,0,0,0,0,0,0,0,0.177022,0,0,0,0.346504,0,0,0,0.222809,0,0,51.98,41.38,28.22
1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63193,0,0,10.7509,1.63193,0,0,0,53.42,41.2,25.34
