Mon,Day,Hr,Dhw_CZ3_ERWH_SF_bc,Dhw_CZ3_HPWH_SF_bc,Dhw_CZ3_HPWH_bu_SF_bc,Dhw_CZ3_HPWH_bu2_SF_bc,Dhw_CZ3_ERWH_SF_3_to_6,Dhw_CZ3_HPWH_SF_3_to_6,Dhw_CZ3_HPWH_bu_SF_3_to_6,Dhw_CZ3_HPWH_bu2_SF_3_to_6,Dhw_CZ3_ERWH_SF_10_to_1,Dhw_CZ3_HPWH_SF_10_to_1,Dhw_CZ3_HPWH_bu_SF_10_to_1,Dhw_CZ3_HPWH_bu2_SF_10_to_1,Dhw_CZ3_NG,Dry Bulb,Wet Bulb,Dew Point
1,3,7,11.0069,3.02221,1.7628,0,0,1.99511,0,0,0,1.99511,0.457256,0,44.1501,33.8,33.8,33.8
1,3,8,46.4285,2.16843,3.82529,0,0,3.68438,0,0,0,3.68438,3.30008,0,66.0348,33.62,33.54,33.44
1,3,9,11.8166,3.4271,5.36925,0,9.2151,6.5914,0.314817,0,5.88742,6.5914,5.33557,0,32.3963,32.9,32.15,31.1
1,3,10,6.65535,6.49313,5.47383,0,5.37547,3.88831,1.7735,0,7.93522,3.88831,5.05059,0,26.7202,39.92,37.91,35.42
1,3,11,15.3585,9.2456,3.39514,0,13.0547,3.77853,3.06277,0,65.2737,3.77853,14.9599,0,67.2862,44.78,39.93,33.8
1,3,12,15.3585,3.91774,6.07103,0,15.3585,3.25354,2.02833,0,62.9521,3.25354,14.625,5.25602,38.8175,46.58,40.85,33.8
1,3,13,24.8167,3.9136,5.46097,0,3.00786,3.71194,1.78374,0,16.4979,3.71194,15.321,1.52871,12.3485,48.2,41.68,33.8
1,3,14,10.6873,1.46588,2.70403,0,0,0.337221,1.84674,0,0,0.337221,2.39722,0,13.1848,48.2,41.68,33.8
1,3,15,0,0,1.79966,0,0,0,1.42565,0,0,0,1.85853,0,11.1387,48.38,41.77,33.8
1,3,16,0,0,3.12286,0,0,2.98689,0,0,0,2.98689,0.765795,0,19.9024,49.82,42.44,33.62
1,3,17,14.0786,2.3257,3.65226,0,11.7748,2.41357,3.61847,0,0,2.41357,0,0,51.2551,48.56,41.6,33.08
1,3,18,7.32709,9.45439,4.66751,0,5.63145,4.78008,5.44174,0,3.83962,4.78008,0.591822,0,50.2972,47.12,40.87,33.08
1,3,19,13.7658,8.49559,4.80185,0,17.4063,5.23382,4.70726,0,8.44717,5.23382,1.745,0,23.2109,46.22,40.67,33.8
1,3,20,0,11.3837,2.49489,0,5.63145,2.12446,3.64405,0,0,2.12446,1.82754,0,6.8162,44.06,39.57,33.8
1,3,21,0,0.350619,3.66732,0,0,0,2.47275,0,0,0,1.51888,0,9.02024,39.2,36.96,33.98
1,3,22,6.1434,0,3.90276,0,6.1434,3.1372,0.543633,0,0,3.1372,0,0,19.069,39.02,37.42,35.42
1,3,23,7.40349,0,3.61156,0,7.40698,1.69515,0,0,0,1.69515,0,0,1.03948,37.4,35.9,33.8
1,3,24,0,3.45171,1.24818,0,0,6.22259,0,0,0,6.22259,0,0,9.57511,37.22,35.81,33.8
1,4,1,0,3.3319,1.87027,0,0,5.52554,0.143353,0,0,5.52554,0,0,1.12455,35.42,34.67,33.62
1,4,2,0,1.05199,2.66749,0,0,0.122614,1.76634,0,0,0.122614,0,0,0.36656,33.8,33.12,32.18
1,4,3,0,0,1.27389,0,0,0.339005,1.84192,0,0,0.339005,0,0,0,33.8,33.8,33.8
1,4,4,0,4.58097,0,0,74.7679,3.78283,14.8786,0,0,3.78283,0,0,0,33.62,33.54,33.44
1,4,5,0,1.81709,0.536465,0,11.1686,0.269424,15.3258,0,0,0.269424,0,0,0,32.18,31.51,30.56
1,4,6,7.1673,0,1.84012,0,0,0,15.7086,0,0,0,0,0,4.29942,33.8,33.05,32
1,4,7,22.0355,0,2.56903,0,0,0,0,0,10.7509,0,1.27793,0,55.9737,33.44,32.84,32
1,4,8,21.5019,0,4.10485,0,14.3346,0,2.02343,0,14.8465,0,2.70655,0,84.3692,30.56,30.49,30.38
1,4,9,34.5746,6.2993,6.82554,0,10.239,4.46006,3.50881,0,15.3585,4.46006,7.01083,0,59.2932,32.36,31.76,30.92
1,4,10,25.3581,13.0784,5.24591,0,12.7987,10.0619,4.00303,0,22.2698,10.0619,8.74543,0,66.2565,36.5,36.09,35.6
1,4,11,27.3813,13.9405,7.78233,0,0,8.0951,4.28315,0,104.566,8.0951,12.3695,19.0366,31.3912,42.98,39.66,35.6
1,4,12,17.8506,10.7339,7.42032,0,1.53585,3.47232,5.40168,0,45.047,3.47232,14.8888,0,40.6343,44.78,40.65,35.78
1,4,13,19.721,3.72888,8.40173,0,24.8296,1.78566,2.98971,0,12.3273,1.78566,13.8608,4.53929,48.7107,46.4,42.09,37.22
1,4,14,11.1312,3.79261,7.0769,0,11.7748,5.16508,2.29645,0,0,5.16508,5.16747,0.00178916,43.8138,46.4,41.48,35.78
1,4,15,15.3585,5.55691,3.5296,0,15.3585,6.86983,3.46422,0,12.5428,6.86983,3.49378,0,34.2133,46.58,42.34,37.58
1,4,16,3.99046,2.49033,3.60483,0,3.21464,3.59563,3.6046,0,0,3.59563,3.63187,0,10.2045,48.38,43.95,39.2
1,4,17,0,0,3.61955,0,12.2868,0,5.10551,0,0,0,3.76505,0,24.3799,49.1,44.37,39.38
1,4,18,0,0,2.74674,0,0,0,3.71836,0,0,0,0.986207,0,10.5494,48.02,43.3,38.12
1,4,19,0,0,3.68612,0,0,0,3.17692,0,0,0,0,0,17.961,46.22,42,37.22
1,4,20,12.5428,0.420845,2.87541,0,6.1434,0.915116,0.673062,0,0,0.915116,0.637155,0,46.7641,44.6,40.56,35.78
1,4,21,18.3891,5.24254,3.11136,0,9.2151,4.06624,1.74661,0,0,4.06624,1.8091,0,23.0385,44.6,41.17,37.22
1,4,22,11.2629,4.68132,3.62728,0,11.2629,2.05813,1.76112,0,20.222,2.05813,3.06687,0,40.9733,44.6,40.48,35.6
1,4,23,16.0835,8.75816,2.22877,0,15.8313,7.66646,1.71276,0,17.9182,7.66646,3.57492,0,37.6354,44.06,40.16,35.42
1,4,24,8.54887,8.9474,1.73527,0,20.788,9.84188,1.73984,0,0,9.84188,3.67458,0,7.35681,39.74,37.18,33.8
1,5,1,0,8.08059,1.79733,0,0,4.61369,1.80246,0,0,4.61369,2.63795,0,0.130033,44.24,39.73,33.98
1,5,2,0,5.80822,4.69042,0,0,2.2156,1.86098,0,0,2.2156,0,0,0.0619514,41,38.55,35.6
1,5,3,0,2.3565,4.79386,0,0,0,0.89565,0,0,0,0,0,0.0735577,40.82,38.45,35.6
1,5,4,0,0,0.747921,0,89.6467,0,14.7532,0,0,0,0,0,0,39.2,37.52,35.42
1,5,5,0,0,2.438,0,14.307,0,15.2177,0,0,0,0,0,0.0367789,39.2,36.89,33.8
1,5,6,0,0,3.06522,0,0,0,14.731,0,0,0,0,0,0.0367789,38.84,36.69,33.8
1,5,7,0,3.03987,1.75514,0,0,6.19814,0.127005,0,0,6.19814,0.706669,0,1.10656,35.6,34.85,33.8
1,5,8,4.35158,2.94551,0,0,0,0,0,0,0,0,2.12797,0,30.7957,35.96,34.98,33.62
1,5,9,13.808,0,2.42178,0,0,2.63485,0,0,0,2.63485,1.73525,0,14.1044,39.74,36.55,32.18
1,5,10,0,2.00057,2.3034,0,12.2868,0,0,0,0,0,2.6468,0,8.15125,44.96,40.03,33.8
1,5,11,0,1.57572,2.16858,0,0,0.711676,0,0,73.9693,0.711676,15.1503,0,4.03502,48.56,41.87,33.8
1,5,12,0,3.81235,2.68895,0,0,3.35686,0,0,11.9044,3.35686,15.5734,0,0.590798,51.98,43.65,33.8
1,5,13,0,2.52016,0,0,0,1.86286,0,0,0,1.86286,14.0627,0,6.54386,53.78,44.44,33.62
1,5,14,0,2.71217,0,0,0,2.40363,0,0,0,2.40363,0.0322699,0,3.59503,55.4,44.66,32
1,5,15,7.42327,0,0.595226,0,0,0,0.461592,0,4.86352,0,0,0,54.0818,55.4,44.65,32
1,5,16,28.1573,0,4.89503,0,0.767925,0,1.78627,0,9.47107,0,0,0,18.3565,55.4,44.65,32
1,5,17,9.31129,0.631764,4.22762,0,12.2868,1.02455,1.84396,0,0,1.02455,0.404017,0,5.77955,54.14,44.17,32.36
1,5,18,0,2.93048,3.03461,0,0,2.02249,1.30123,0,0,2.02249,1.78339,0,6.33371,51.44,42.67,32
1,5,19,0,7.93089,3.36174,0,0,5.9918,0.314717,0,0,5.9918,1.86809,0,10.8711,48.02,40.85,31.82
1,5,20,0,2.1806,1.95114,0,0,4.33372,1.73276,0,0,4.33372,0.543016,0,28.4053,46.22,38.74,28.76
1,5,21,0,2.77531,0.749137,0,0,0.409521,1.78178,0,0,0.409521,0,0,2.40648,44.6,38.63,30.74
1,5,22,0,0,1.7268,0,0,0,1.84824,0,0,0,0,0,10.1814,44.6,39.77,33.62
1,5,23,0,0,1.02029,0,0,0,1.19744,0,0,0,0,0,8.63626,44.78,39.29,32.18
1,5,24,0,0.991575,1.80317,0,0,3.82822,0,0,0,3.82822,0,0,10.2698,46.4,40.75,33.8
1,6,1,7.93522,3.82466,1.87196,0,0,4.37159,0,0,0,4.37159,0,0,9.59115,46.4,40.82,33.98
1,6,2,5.57878,5.52007,0.437773,0,0,1.01744,0,0,0,1.01744,0,0,0,46.22,41.37,35.78
1,6,3,0,3.16533,0,0,0,1.26637,0,0,0,1.26637,0,0,0.229292,44.6,41.24,37.4
1,6,4,0,0,0.598652,0,46.0755,0,14.9273,0,0,0,0,0,0.195757,44.6,41.24,37.4
1,6,5,0,0.956272,1.84816,0,16.5853,1.94833,14.9477,0,0,1.94833,0,0,0.0700549,44.6,41.23,37.4
1,6,6,0,1.4279,2.66975,0,0,0.0486802,13.6432,0,0,0.0486802,1.61668,0,14.9351,44.6,41.23,37.4
1,6,7,0,0,3.23063,0,0,0,0.095857,0,0,0,1.82319,0,30.1828,44.6,41.23,37.4
1,6,8,5.63145,0,2.78905,0,0,0,0,0,0,0,1.68286,0,15.5396,44.78,41.32,37.4
1,6,9,24.3995,0,3.67569,0,0,0.797812,0,0,2.0478,0.797812,0,0,14.7334,46.4,42.15,37.4
1,6,10,33.6547,7.65379,2.86681,0,0,6.80381,0,0,14.5906,6.80381,0,0,57.3656,46.58,42.24,37.4
1,6,11,18.4276,5.67134,2.17865,0,0,4.10644,0,0,118.366,4.10644,14.6234,0,33.9665,48.2,43.15,37.58
1,6,12,9.63337,6.62327,4.17248,0,0.51195,6.53353,0.0569836,0,22.7701,6.53353,14.9863,0,51.0514,48.2,43.85,39.2
1,6,13,20.478,4.50334,4.81442,0,15.3585,5.01223,1.71139,0,15.3585,5.01223,15.2872,0,25.6458,48.2,43.84,39.2
1,6,14,19.4727,3.68218,3.60591,0,10.7509,3.46298,1.78367,0,0,3.46298,3.117,0,11.4146,48.2,43.84,39.2
1,6,15,0,3.87087,3.48151,0,3.0717,2.70487,2.14531,0,0,2.70487,1.88919,0,35.7825,48.38,44,39.38
1,6,16,0,3.82496,3.57736,0,0,2.56596,3.39693,0,0,2.56596,0.0642756,0,2.7243,49.82,45.47,41.18
1,6,17,2.0478,3.98821,4.42672,0,1.53585,2.59209,1.83113,0,0,2.59209,0,0,8.33082,49.64,45.63,41.72
1,6,18,13.9103,0,5.20243,0,12.2868,0,1.86028,0,0,0,1.45054,0,9.79716,49.28,45.46,41.72
1,6,19,6.1434,0,2.0771,0,0,0,1.1789,0,0,0,1.8135,0,38.7938,49.82,45.47,41.18
1,6,20,6.92052,2.58096,3.01746,0,4.0956,1.41116,2.0562,0,2.0478,1.41116,2.25587,0,30.0792,48.2,45.36,42.62
1,6,21,0,7.19014,3.62724,0,15.3585,6.87906,3.52648,0,12.0308,6.87906,2.26507,0,24.2489,48.56,44.63,40.64
1,6,22,2.30377,4.03555,3.59716,0,0.455662,4.70438,3.61608,0,3.58365,4.70438,1.78031,0,24.6056,51.44,44.95,38.12
1,6,23,13.2518,1.64246,3.92982,0,0.255975,0.0492926,4.15943,0,8.95912,0.0492926,1.78655,0,10.6704,48.02,45.36,42.8
1,6,24,0,0,3.43168,0,13.3107,0,3.65728,0,0,0,1.85745,0,12.514,46.4,44.59,42.8
1,7,1,0,0,2.19182,0,0,0,2.82586,0,0,0,1.07639,0,0,46.4,44.59,42.8
1,7,2,0,2.5332,1.88501,0,0,2.22722,0,0,0,2.22722,0,0,10.2677,46.58,44.67,42.8
1,7,3,0,1.97362,2.09877,0,0,1.64423,1.54154,0,0,1.64423,0,0,4.79574,48.38,45.45,42.62
1,7,4,0,4.95647,1.1964,0,92.1509,3.6839,14.9758,0,0,3.6839,0,0,0,49.82,45.47,41.18
1,7,5,0,3.73641,0.143838,0,34.7361,3.33951,15.3854,0,0,3.33951,0,0,0,48.38,45.37,42.44
1,7,6,0,4.16662,1.77438,0,4.67676,4.80609,15.3659,0,0,4.80609,0,0,1.06371,50,44.77,39.38
1,7,7,0,3.35553,1.85581,0,0,1.98188,0.0318783,0,0,1.98188,0.0873664,0,9.8692,50.18,45.48,40.82
1,7,8,5.1195,0,2.45154,0,0,0,0,0,13.8226,0,2.24359,0,118.663,51.8,45.55,39.2
1,7,9,49.7587,0,6.58832,0,0,1.40511,0,0,18.1742,1.40511,7.06027,0,17.2457,51.8,45.62,39.38
1,7,10,17.9291,3.19368,7.41563,0,0,1.61835,0,0,1.53585,1.61835,7.42522,0,8.56202,51.98,46.5,41.18
1,7,11,11.1059,2.51358,4.2221,0,0,1.2479,0,0,71.5963,1.2479,14.1798,6.60667,0.786919,53.78,47.79,42.08
1,7,12,0,7.40243,0.117797,0,0,10.1957,0,0,3.56033,10.1957,15.4721,0,1.43984,55.4,46.55,37.4
1,7,13,0,4.84074,1.81071,0,0,0.98272,0,0,0,0.98272,15.6522,0,3.36636,55.58,46.71,37.58
1,7,14,0,0,1.89043,0,0,0,0,0,0,0,0,0,12.0488,57.2,48.05,39.02
1,7,15,0,0,1.01084,0,0,0,0,0,0,0,0,0,7.36332,57.38,47.79,38.12
1,7,16,0,0,1.89193,0,0,0.181496,2.42835,0,0,0.181496,0,0,52.6054,58.82,50.4,42.98
1,7,17,0,4.0684,1.44983,0,0,4.16394,3.6285,0,0,4.16394,0,0,6.12624,58.28,50.8,44.42
1,7,18,0.255975,4.96745,0.0683954,0,0,4.66696,2.96472,0,0,4.66696,0,0,4.78892,57.2,50.42,44.6
1,7,19,15.3585,1.05387,0,0,7.67925,0.266353,0.0964098,0,0,0.266353,0,0,16.8488,57.02,50.34,44.6
1,7,20,0.486488,1.23448,1.03609,0,6.65535,0.993485,0,0,0,0.993485,0,0,4.90314,55.22,49.63,44.78
1,7,21,0,2.60275,1.8848,0,0,2.42145,0.665711,0,0,2.42145,0,0,8.62062,53.78,49.78,46.4
1,7,22,0,0,1.12368,0,0,1.3172,1.8066,0,0,1.3172,0,0,2.59688,55.4,50.5,46.4
1,7,23,12.0308,1.41114,6.86178,0,0,2.87126,4.29287,0,12.7987,2.87126,0,0,53.12,55.22,50.51,46.58
1,7,24,2.85873,3.55944,8.68253,0,0,0,3.59465,0,3.0717,0,0,0,0.41065,53.78,50.47,47.84
1,8,1,0,3.79672,2.75163,0,0,5.05292,3.4894,0,0,5.05292,0,0,0.428265,55.4,49.62,44.6
1,8,2,0,7.69369,0,0,0,7.75169,0.973976,0,0,7.75169,0,0,0.204037,55.22,49.63,44.78
1,8,3,0,4.35247,1.42803,0,0,3.72908,0,0,0,3.72908,0,0,0,53.78,49.61,46.04
1,8,4,0,1.78993,0.872768,0,89.6481,0,15.1771,0,0,0,0,0,0,55.4,48.74,42.62
1,8,5,0,0,0,0,24.3528,0,15.547,0,0,0,0,0,0,55.4,47.97,40.82
1,8,6,0,0,1.00562,0,0,0,13.6911,0,0,0,0,0,0.48553,55.4,47.34,39.38
1,8,7,0.51195,0,0.654462,0,0,0,0,0,0,0,0.896325,0,19.303,55.4,48.05,41
1,8,8,19.9661,0,2.64685,0,0,0,0,0,0,0,3.20169,0,21.9543,55.4,47.97,40.82
1,8,9,20.3127,2.47568,4.63608,0,6.39937,3.26997,0.74951,0,8.44717,3.26997,3.50826,0,61.7966,55.58,47.29,39.02
1,8,10,17.0456,4.4524,4.79766,0,5.88742,3.09461,1.79558,0,11.9252,3.09461,3.58964,0,20.5208,57.92,47.71,37.22
1,8,11,11.8251,1.06025,1.8791,0,0,0.919887,1.87101,0,61.434,0.919887,13.9968,7.05129,8.21657,61.88,49.2,36.5
1,8,12,0,3.45728,1.82242,0,0,3.27929,0.606327,0,18.9393,3.27929,15.364,0,1.77174,57.56,49.85,42.98
1,8,13,0,2.98536,3.84993,0,0,2.79392,0,0,0,2.79392,15.8534,0,0.951561,60.44,51.95,44.78
1,8,14,7.1673,0.512523,4.74239,0,0,2.40993,0,0,0,2.40993,0.128418,0,7.40151,57.2,51.29,46.4
1,8,15,7.38554,5.42643,0.114439,0,0,6.35785,0,0,0,6.35785,0,0,8.62534,57.2,51.29,46.4
1,8,16,0,7.08286,0,0,0,2.56266,0,0,0,2.56266,0,0,24.3044,57.56,51.37,46.22
1,8,17,0,0,2.34142,0,8.44717,0,0.968459,0,0,0,0,0,36.9002,59.18,51.67,45.32
1,8,18,12.7987,0,2.51463,0,11.7748,0,1.78042,0,0,0,0,0,10.2354,58.82,51.69,45.68
1,8,19,13.7851,0,5.0477,0,7.67925,0,1.85748,0,0,0,0,0,4.15013,56.84,51.14,46.4
1,8,20,1.77463,1.01879,2.98753,0,0,1.42787,2.5278,0,0,1.42787,0,0,4.9876,53.42,49.62,46.4
1,8,21,0,0.735131,0.694615,0,0,0.192984,1.84766,0,0,0.192984,0,0,7.07662,51.98,48.98,46.4
1,8,22,0,0,1.0612,0,0,0,1.25594,0,0,0,0.459821,0,5.19204,52.88,49.29,46.22
1,8,23,0,1.41574,1.05612,0,0,1.86079,0,0,0,1.86079,1.78073,0,1.31126,48.2,46.31,44.6
1,8,24,0,4.01278,0,0,0,3.18217,0,0,0,3.18217,1.86117,0,4.53428,48.2,46.41,44.78
1,9,1,0,0.58699,0,0,0,1.37081,0,0,0,1.37081,0.858768,0,0.385054,48.2,47.16,46.22
1,9,2,12.5428,0,1.77531,0,0,4.04894,0,0,0,4.04894,0,0,9.71273,48.02,46.23,44.6
1,9,3,21.4832,8.85783,4.5363,0,0,3.87352,0,0,0,3.87352,0,0,4.79844,46.4,45.46,44.6
1,9,4,0,4.79304,1.23575,0,38.3963,2.22657,15.0931,0,0,2.22657,0,0,0.0644904,46.22,45.28,44.42
1,9,5,0,0.862598,0,0,12.6096,1.99665,15.5112,0,0,1.99665,0,0,0,45.32,44.16,42.98
1,9,6,0,2.62645,1.63528,0,0,0.968391,13.8215,0,0,0.968391,0,0,0.628675,50.18,47.25,44.6
1,9,7,0,0,1.80505,0,0,0,0,0,0,0,0,0,6.09742,51.8,47.94,44.42
1,9,8,11.7748,2.67653,2.05657,0,0,2.45204,0,0,10.239,2.45204,0.0854246,0,82.1027,51.98,47.17,42.62
1,9,9,41.4137,1.1658,4.10927,0,11.5189,1.07589,0.979843,0,34.0447,1.07589,3.01751,0,114.484,53.6,47.2,41
1,9,10,29.9193,5.9088,5.23463,0,21.7579,6.27013,3.56576,0,22.5174,6.27013,5.31559,0,10.039,53.78,47.28,41
1,9,11,1.6442,6.17208,5.94582,0,0,5.34269,3.73634,0,71.0714,5.34269,14.6696,0,18.6069,55.58,48.29,41.36
1,9,12,0,0.89257,6.04203,0,0,0.218326,0.958941,0,10.8476,0.218326,15.1658,0,5.51491,57.2,50.43,44.6
1,9,13,0,0.177672,5.25921,0,0,3.91124,0,0,0,3.91124,15.6342,0,8.10916,57.02,50.78,45.5
1,9,14,0,6.64231,1.2592,0,0,6.19979,0,0,0,6.19979,0.128748,0,4.64343,55.4,53.28,51.8
1,9,15,6.91132,3.99326,2.43507,0,0,3.42074,0.514357,0,0,3.42074,0.486397,0,53.9998,55.4,53.39,51.98
1,9,16,15.3585,7.72721,4.56951,0,0.767925,3.93158,2.95831,0,0,3.93158,1.77224,0,37.8874,55.4,54.34,53.6
1,9,17,16.9935,4.58276,3.91762,0,12.5428,3.55215,3.64502,0,3.83962,3.55215,1.82749,0,22.3659,55.4,54.34,53.6
1,9,18,13.8121,2.06547,2.54421,0,12.2868,0.778008,3.25169,0,8.44717,0.778008,1.89119,0,23.306,55.4,54.34,53.6
