Mon,Day,Hr,Dhw_CZ12_ERWH_SF_bc,Dhw_CZ12_HPWH_SF_bc,Dhw_CZ12_HPWH_bu_SF_bc,Dhw_CZ12_HPWH_bu2_SF_bc,Dhw_CZ12_ERWH_SF_3_to_6,Dhw_CZ12_HPWH_SF_3_to_6,Dhw_CZ12_HPWH_bu_SF_3_to_6,Dhw_CZ12_HPWH_bu2_SF_3_to_6,Dhw_CZ12_ERWH_SF_10_to_1,Dhw_CZ12_HPWH_SF_10_to_1,Dhw_CZ12_HPWH_bu_SF_10_to_1,Dhw_CZ12_HPWH_bu2_SF_10_to_1,Dhw_CZ12_NG,Dry Bulb,Wet Bulb,Dew Point
1,1,18,15.3585,3.56398,3.57245,0,10.4287,0.266456,3.6332,0,0,0.266456,0.448033,0,6.18874,51.44,48.56,46.04
1,1,19,1.52709,1.41986,1.8203,0,0,0,2.14462,0,0,0,0,0,3.3398,50.9,48.41,46.22
1,1,20,0,2.06967,1.84068,0,0,2.6076,1.85273,0,4.60755,2.6076,0.691953,0,21.0192,48.92,47.8,46.76
1,1,21,4.35158,1.10466,2.39764,0,4.35158,2.38966,1.96466,0,6.91132,2.38966,2.22353,0,40.8812,48.74,47.23,45.86
1,1,22,13.5561,3.60526,1.97021,0,12.8928,5.0041,2.27463,0,0,5.0041,3.5977,0,30.3665,47.84,46.33,44.96
1,1,23,0,5.80676,3.41195,0,0,1.73487,3.59077,0,0,1.73487,2.94603,0,1.64839,46.04,45.47,44.96
1,1,24,0,1.92464,1.88055,0,0,0,3.7393,0,0,0,1.35971,0,0.0564459,45.86,45.29,44.78
1,2,1,0,0.601469,1.77693,0,0,0,0.988289,0,0,0,0,0,0,44.78,44.4,44.06
1,2,2,0,4.44537,3.43412,0,0,0,1.20799,0,0,0,0,0,5.61659,44.24,44.24,44.24
1,2,3,0,0.391125,0.535419,0,0,0,1.78412,0,0,0,0.177166,0,4.28808,42.8,42.8,42.8
1,2,4,0,0,1.59589,0,90.7283,0,14.9724,0,0,0,1.81754,0,0,42.98,42.98,42.98
1,2,5,0,0,0.426656,0,31.0783,0,15.2634,0,0,0,1.56398,0,0,42.08,42.08,42.08
1,2,6,0,3.79652,2.61438,0,0,3.75753,13.6128,0,0,3.75753,0,0,3.35543,41,41,41
1,2,7,0,7.55945,2.21362,0,0,6.96974,0.158856,0,0,6.96974,0,0,17.5609,41,41,41
1,2,8,0.767925,2.82781,0,0,0,2.97269,0,0,0,2.97269,0.76418,0,17.5203,42.08,42.08,42.08
1,2,9,15.3585,1.72315,1.10121,0,0,4.09453,0,0,1.27988,4.09453,2.01718,0,54.2534,42.08,42.08,42.08
1,2,10,19.3999,6.41471,3.38209,0,0,4.25123,0,0,15.3585,4.25123,3.58401,0,40.688,42.98,42.98,42.98
1,2,11,11.6059,2.78374,2.31269,0,0,0.475534,0,0,56.6567,0.475534,14.0904,6.5557,3.12645,44.78,44.78,44.78
1,2,12,0,0,5.34479,0,6.91132,0,1.26208,0,5.72077,0,15.3347,0,16.0819,44.96,44.96,44.96
1,2,13,0,0,5.46162,0,5.63145,1.68081,1.79213,0,0,1.68081,15.487,0,2.298,46.04,45.47,44.96
1,2,14,4.60755,2.09402,2.39596,0,0,3.64444,1.87766,0,0,3.64444,1.32863,0,10.6239,48.02,46.98,46.04
1,2,15,10.6762,3.78816,3.65469,0,0,1.34914,0.288681,0,0,1.34914,0,0,4.49007,48.92,47.71,46.58
1,2,16,0,3.18274,2.88312,0,0,0,0,0,0,0,0,0,0.70948,48.92,46.37,44.06
1,2,17,0,0,0.275397,0,0,0,0,0,0,0,0,0,5.24342,48.56,45.78,43.16
1,2,18,0,0,0,0,0,1.59043,0,0,0,1.59043,0,0,3.52111,47.84,45.36,42.98
1,2,19,23.5497,6.25763,1.83592,0,0,5.2796,0,0,0,5.2796,0,0,33.4902,46.76,44.51,42.26
1,2,20,7.26265,4.05041,1.53191,0,0,1.06737,0,0,0,1.06737,0,0,4.99582,44.6,43.73,42.8
1,2,21,0,3.34744,1.31303,0,11.5189,2.54908,1.29334,0,11.5189,2.54908,1.29827,0,17.4636,41.18,41.18,41.18
1,2,22,0,0,1.79231,0,1.27988,0,1.80607,0,0.51195,0,1.81303,0,1.76936,40.82,39.84,38.66
1,2,23,0,0,2.15247,0,0,2.74881,3.24782,0,12.5428,2.74881,1.83599,0,30.1992,38.84,37.52,35.96
1,2,24,0,4.70171,2.1091,0,0,0.697602,1.99032,0,2.55975,0.697602,0,0,0.800586,36.86,36.37,35.78
1,3,1,0,0.170207,0,0,0,2.36083,1.44674,0,0,2.36083,0,0,2.66959,35.06,34.98,34.88
1,3,2,0,1.343,0.847561,0,0,3.65281,0,0,0,3.65281,0,0,0.150107,34.52,34.14,33.62
1,3,3,0,0,3.12163,0,0,0,0,0,0,0,0,0,1.39376,31.28,31.28,31.28
1,3,4,0,0.0795125,2.18645,0,59.736,0,14.9617,0,0,0,0,0,0.127565,32.9,32.52,32
1,3,5,0,7.03046,3.21754,0,11.3973,2.18267,15.4236,0,0,2.18267,0,0,0.150107,32,32,32
1,3,6,0,7.61953,0.369368,0,0,3.33043,14.0538,0,0,3.33043,0,0,4.85113,30.92,30.92,30.92
1,3,7,11.0069,2.92198,1.76678,0,0,1.65568,0,0,0,1.65568,0.457205,0,46.0776,30.92,30.92,30.92
1,3,8,46.4649,0.495252,4.17778,0,0,2.93927,0,0,0,2.93927,3.29928,0,68.8075,29.3,29.3,29.3
1,3,9,12.1699,5.70049,5.38573,0,9.2151,6.25904,0.286082,0,5.88742,6.25904,5.33439,0,33.6952,31.64,31.64,31.64
1,3,10,6.65535,10.9857,5.41042,0,5.37547,4.94881,1.77286,0,7.93522,4.94881,5.04946,0,27.7996,36.5,35.98,35.24
1,3,11,15.3585,7.21024,3.41511,0,13.0547,3.82047,3.06214,0,65.2737,3.82047,14.9574,0,70.0152,41.54,39.6,37.22
1,3,12,15.3585,3.86634,5.83245,0,15.3585,3.25292,2.06006,0,62.799,3.25292,14.6226,5.25602,40.4185,45.14,41.75,37.94
1,3,13,25.1237,4.03647,5.46533,0,3.06037,3.71622,1.78331,0,16.5694,3.71622,15.333,1.54724,12.8421,46.22,42.3,37.94
1,3,14,10.4683,1.54375,2.58476,0,0,0.420431,1.84628,0,0,0.420431,2.39667,0,13.7192,48.02,42.99,37.4
1,3,15,0,0,1.79925,0,0,0,1.45742,0,0,0,1.85805,0,11.6196,48.2,41.81,34.16
1,3,16,0,0,3.12223,0,0,2.58338,0,0,0,2.58338,0.765516,0,20.7085,48.74,42.41,35.06
1,3,17,14.0786,1.65802,3.65145,0,12.0308,5.85546,3.64751,0,0,5.85546,0,0,53.3811,48.2,42.14,35.06
1,3,18,7.34532,5.12578,4.74732,0,5.63145,5.8829,5.44184,0,3.83962,5.8829,0.591664,0,52.3408,46.4,41.39,35.6
1,3,19,13.7916,9.60002,4.75018,0,17.4063,3.56147,4.70667,0,8.44717,3.56147,1.74453,0,24.2484,44.42,40.54,35.96
1,3,20,0,13.8329,2.49438,0,5.63145,1.86894,3.64291,0,0,1.86894,1.82704,0,7.09794,39.74,38.02,35.96
1,3,21,0,2.81572,3.66661,0,0,0,2.50412,0,0,0,1.55059,0,9.38024,37.94,37.12,36.14
1,3,22,6.1434,0,3.90193,0,6.1434,2.99395,0.543457,0,0,2.99395,0,0,19.8343,37.58,37.25,36.86
1,3,23,7.41652,0,3.6337,0,7.42125,1.05537,0,0,0,1.05537,0,0,1.07986,35.06,35.06,35.06
1,3,24,0,2.05701,1.25124,0,0,2.93704,0,0,0,2.93704,0,0,9.94847,34.52,34.52,34.52
1,4,1,0,4.51837,2.21483,0,0,2.21409,0,0,0,2.21409,0,0,1.17397,33.8,33.8,33.8
1,4,2,0,1.53321,2.30314,0,0,0.557202,1.72792,0,0,0.557202,0,0,0.380473,30.92,30.92,30.92
1,4,3,0,0,1.25271,0,0,0.605222,1.83289,0,0,0.605222,0,0,0,31.1,31.1,31.1
1,4,4,0,4.63844,0,0,74.8025,6.64806,14.8699,0,0,6.64806,0,0,0,30.74,30.74,30.74
1,4,5,0,2.00008,0.536427,0,11.2563,2.57324,15.3197,0,0,2.57324,0,0,0,30.2,30.2,30.2
1,4,6,8.1912,0,1.84004,0,0,0,15.7034,0,0,0,0,0,4.4759,30.92,30.92,30.92
1,4,7,21.0238,0,2.63124,0,0,0,0,0,10.7509,0,1.27738,0,58.3193,28.94,28.56,28.04
1,4,8,21.5019,0,4.20003,0,14.3346,0,2.02276,0,15.1025,0,2.55696,0,87.7213,28.4,28,27.32
1,4,9,34.709,5.33159,6.73149,0,10.239,4.87952,3.50823,0,15.3585,4.87952,7.00196,0,61.6006,29.66,29.21,28.58
1,4,10,25.3785,13.4973,5.25121,0,12.7987,10.152,4.03053,0,22.2698,10.152,8.73704,0,69.0353,34.52,33.17,31.28
1,4,11,27.2793,14.1036,7.78189,0,0,7.60189,4.28109,0,104.463,7.60189,12.3552,19.0967,32.6399,38.48,35.87,32.18
1,4,12,17.8869,11.3343,7.40407,0,0.767925,3.52979,5.39909,0,45.1724,3.52979,14.882,0,42.3549,42.62,38.83,33.98
1,4,13,19.7432,5.64188,8.43205,0,25.3415,1.94735,3.04361,0,12.4323,1.94735,13.8583,4.53929,50.6884,46.22,40.68,33.8
1,4,14,11.1512,3.68149,7.05029,0,11.7748,3.82059,2.32508,0,0,3.82059,5.22856,0.00179064,45.5002,48.2,41.36,32.9
1,4,15,15.3585,5.26652,3.50701,0,15.3585,4.12367,3.46379,0,12.5428,4.12367,3.49233,0,35.5891,48.92,41.26,31.64
1,4,16,4.02297,2.54171,3.60274,0,3.29892,1.23409,3.60378,0,0,1.23409,3.63025,0,10.6249,48.74,42.36,34.88
1,4,17,0,0,3.66769,0,12.2868,3.06968,5.13628,0,0,3.06968,3.76317,0,25.3884,47.3,41.62,34.88
1,4,18,0,0,2.74474,0,0,2.90365,3.71735,0,0,2.90365,1.01626,0,10.979,45.86,40.75,34.52
1,4,19,0,0,3.68357,0,0,0,3.18765,0,0,0,0,0,18.6805,44.78,40.4,35.06
1,4,20,12.5428,0,2.93904,0,6.1434,0.420275,0.672781,0,0,0.420275,0.636835,0,48.7212,43.88,40,35.24
1,4,21,18.4265,3.83786,3.21109,0,9.47107,4.53941,1.74586,0,0,4.53941,1.80819,0,23.9676,41.9,39.28,36.14
1,4,22,11.2629,4.51535,3.63041,0,11.2629,2.49381,1.76029,0,20.222,2.49381,3.06566,0,42.6458,41,39.12,36.86
1,4,23,16.1041,8.01397,2.13691,0,15.8519,7.81895,1.71191,0,17.9182,7.81895,3.5736,0,39.2202,41,38.63,35.78
1,4,24,8.57801,12.6856,1.73439,0,20.6232,9.40889,1.7385,0,0,9.40889,3.67239,0,7.65856,40.82,37.84,33.98
1,5,1,0,9.51909,1.79634,0,0,4.55133,1.80093,0,0,4.55133,2.68719,0,0.135376,39.92,37.42,34.16
1,5,2,0,4.39844,4.74906,0,0,2.20552,1.85868,0,0,2.20552,0,0,0.0644969,39.74,37.67,35.06
1,5,3,0,0,4.76515,0,0,0,0.940557,0,0,0,0,0,0.0764441,38.84,37.11,34.88
1,5,4,0,3.26292,0.753649,0,89.6506,0,14.7468,0,0,0,0,0,0,37.94,36.27,33.98
1,5,5,0,0,2.31468,0,14.4781,0,15.2156,0,0,0,0,0,0.0382221,37.76,36.17,33.98
1,5,6,0,0,3.13574,0,0,0,14.7477,0,0,0,0,0,0.0382221,36.68,35.48,33.8
1,5,7,0,2.23951,1.793,0,0,4.34444,0.126989,0,0,4.34444,1.17317,0,1.15479,33.8,33.42,32.9
1,5,8,4.35158,1.03505,0,0,0,0.121067,0,0,0,0.121067,1.67391,0,32.0383,32.9,32.52,32
1,5,9,13.8375,0,2.48304,0,0,4.59223,0,0,0,4.59223,1.73333,0,14.6749,32,31.85,31.64
1,5,10,0,5.76164,2.27355,0,12.2868,3.18927,0,0,0,3.18927,2.89501,0,8.48126,38.3,36.89,35.06
1,5,11,0,0,2.26278,0,0,0.42526,0,0,74.0773,0.42526,15.1554,0,4.20511,41.54,38.73,35.24
1,5,12,0,2.89019,2.57909,0,0,1.48735,0,0,11.9931,1.48735,15.5774,0,0.614821,45.14,40.91,35.96
1,5,13,0,4.66657,0,0,0,0,0,0,0,0,14.085,0,6.81,46.22,41.46,35.96
1,5,14,0,0.133646,0,0,0,2.4103,0,0,0,2.4103,0.0322742,0,3.74348,48.2,42.47,35.96
1,5,15,7.42327,2.52675,0.594171,0,0,0,0.460766,0,4.86352,0,0,0,56.5212,50.18,43.52,35.96
1,5,16,28.1573,0,4.98826,0,0.767925,0,1.78474,0,9.47107,0,0,0,19.1596,51.08,43.94,35.96
1,5,17,9.38164,0.351169,4.16497,0,12.2868,1.09339,1.84301,0,0,1.09339,0.403482,0,6.04087,50.9,43.86,35.96
1,5,18,0,3.37576,2.97384,0,0,2.60434,1.30049,0,0,2.60434,1.78237,0,6.61985,48.74,42.74,35.96
1,5,19,0,7.9212,3.38002,0,0,5.73842,0.314631,0,0,5.73842,1.8675,0,11.3073,46.4,41.55,35.96
1,5,20,0,1.75275,1.95232,0,0,3.7072,1.73225,0,0,3.7072,0.542836,0,29.5831,41.9,39.2,35.96
1,5,21,0,0,0.780925,0,0,0.767795,1.78121,0,0,0.767795,0,0,2.50101,40.82,38.52,35.78
1,5,22,0,0.772721,1.75865,0,0,0,1.84763,0,0,0,0,0,10.5926,39.92,37.77,35.06
1,5,23,0,2.80469,1.01978,0,0,0,1.21698,0,0,0,0,0,8.98384,40.1,37.94,35.24
1,5,24,0,1.06324,1.80342,0,0,4.49952,0,0,0,4.49952,0,0,10.6834,41.9,39.28,36.14
1,6,1,7.93522,5.65547,1.87085,0,0,3.29279,0,0,0,3.29279,0,0,10.0274,39.92,38.69,37.22
1,6,2,5.59943,5.95459,0.425673,0,0,2.07303,0,0,0,2.07303,0,0,0,40.1,39.2,38.12
1,6,3,0,1.8915,0,0,0,0.70018,0,0,0,0.70018,0,0,0.238901,41.18,40.18,39.02
1,6,4,0,0,0.65776,0,46.0755,0,14.9051,0,0,0,0,0,0.203599,42.08,40.64,39.02
1,6,5,0,1.2426,1.84718,0,16.7547,1.99755,14.9601,0,0,1.99755,0,0,0.0733716,42.26,40.73,39.02
1,6,6,0,1.1618,2.90426,0,0,0,13.639,0,0,0,1.61168,0,15.5424,42.8,41.09,39.2
1,6,7,0,0,3.02471,0,0,0,0.0958299,0,0,0,1.82011,0,31.4426,42.26,41.02,39.74
1,6,8,5.63145,0,2.79654,0,0,0,0,0,0,0,1.77589,0,16.1811,42.98,41.1,39.02
1,6,9,25.965,0.892053,3.67771,0,0,0.166772,0,0,2.0478,0.166772,0,0,15.3872,43.16,41.19,39.02
1,6,10,33.6828,5.56545,2.82076,0,0,7.54695,0,0,14.5906,7.54695,0,0,59.9589,45.14,42.2,39.02
1,6,11,16.9972,4.37006,2.17794,0,0,4.48292,0,0,118.476,4.48292,14.6244,0,35.5483,46.4,42.77,38.84
1,6,12,9.67026,8.75098,4.17106,0,0.51195,6.48082,0.0856322,0,22.9708,6.48082,14.9875,0,53.1393,48.74,43.53,37.76
1,6,13,20.478,5.77221,4.82643,0,15.3585,4.96273,1.71193,0,15.3585,4.96273,15.1362,0,26.7017,48.2,42.99,37.22
1,6,14,19.5844,3.63823,3.6045,0,10.7509,3.53518,1.78402,0,0,3.53518,3.14817,0,11.8894,48.92,44.11,39.02
1,6,15,0,3.85678,3.50118,0,3.0717,2.05956,2.14524,0,0,2.05956,1.88855,0,37.4042,48.92,44.19,39.2
1,6,16,0,4.25665,3.57604,0,0,2.80401,3.39576,0,0,2.80401,0.0642526,0,2.83749,48.92,44.55,40.1
1,6,17,2.30377,3.62356,4.48665,0,1.53585,2.39919,1.82973,0,0,2.39919,0,0,8.71031,48.74,44.71,40.64
1,6,18,13.6928,0,5.2299,0,12.2868,0,1.85865,0,0,0,1.45049,0,10.2396,48.38,44.46,40.46
1,6,19,6.65535,0,2.04178,0,0,0,1.24205,0,0,0,1.8134,0,40.3947,48.02,44.04,39.92
1,6,20,6.43978,0.123328,3.11341,0,4.0956,0.776964,2.05531,0,2.0478,0.776964,2.2845,0,31.3296,47.84,44.04,40.1
1,6,21,0,8.23678,3.53034,0,15.3585,7.62429,3.52498,0,12.0308,7.62429,2.26358,0,25.2761,46.94,43.94,40.82
1,6,22,2.55975,5.61287,3.59608,0,0.579149,4.38051,3.61444,0,3.83962,4.38051,1.78052,0,25.6365,46.76,43.49,40.1
1,6,23,13.0387,0,3.96022,0,7.93522,0.26557,4.21949,0,8.70315,0.26557,1.78641,0,11.1617,46.04,44.17,42.26
1,6,24,0,0.226356,3.41404,0,5.37547,0,3.657,0,0,0,1.85705,0,13.0968,45.86,44.5,43.16
1,7,1,0,1.6659,2.21344,0,0,0,2.8188,0,0,0,1.08338,0,0,44.96,44.49,44.06
1,7,2,0,1.10745,1.88417,0,0,1.94807,0,0,0,1.94807,0,0,10.7271,44.78,44.5,44.24
1,7,3,0,3.4305,2.14064,0,0,3.85504,1.56965,0,0,3.85504,0,0,5.01029,46.04,44.91,43.88
1,7,4,0,4.10612,1.17366,0,92.1509,5.46624,14.9674,0,0,5.46624,0,0,0,46.22,44.5,42.8
1,7,5,0,3.79126,0.172455,0,35.7794,2.43964,15.3832,0,0,2.43964,0,0,0,46.76,44.43,42.08
1,7,6,0,5.77811,1.77348,0,4.21268,1.82703,15.4233,0,0,1.82703,0,0,1.10767,45.86,44.09,42.26
1,7,7,0,3.28374,1.85628,0,0,2.12176,0.0318793,0,0,2.12176,0.233332,0,10.284,45.14,43.99,42.8
1,7,8,5.1195,0,2.53326,0,0,0,0,0,13.8226,0,2.24971,0,123.698,46.94,44.52,42.08
1,7,9,49.8482,0,6.71675,0,0,1.26954,0,0,18.4302,1.26954,7.09305,0,18.0372,47.12,44.69,42.26
1,7,10,18.0315,0,7.42065,0,0,1.7531,0,0,1.53585,1.7531,7.4012,0,8.94991,49.1,46.04,43.16
1,7,11,11.1394,0.476916,4.07165,0,0,0.487851,0,0,71.6559,0.487851,14.1762,6.64944,0.822723,50.18,47.07,44.24
1,7,12,0,12.7559,0.117768,0,0,10.3895,0,0,3.63383,10.3895,15.4727,0,1.50422,52.16,48.45,45.14
1,7,13,0,4.6472,1.81032,0,0,1.59431,0,0,0,1.59431,15.6742,0,3.51187,54.14,49.76,46.04
1,7,14,0,0,1.89009,0,0,0,0,0,0,0,0,0,12.6034,55.22,50.24,46.04
1,7,15,0,0,0.989844,0,0,0,0,0,0,0,0,0,7.69293,56.12,50.73,46.22
1,7,16,0,0,1.8905,0,0,0.614322,2.42698,0,0,0.614322,0,0,54.8098,56.48,51.33,47.12
1,7,17,0,4.47024,1.51901,0,0,4.88212,3.62647,0,0,4.88212,0,0,6.39856,54.32,50.81,48.02
1,7,18,8.70315,5.27284,0.035913,0,0,3.80383,2.9629,0,0,3.80383,0,0,4.99843,52.16,50.05,48.38
1,7,19,7.29791,0.784712,0,0,7.67925,0.170484,0.128499,0,0,0.170484,0,0,17.6069,50,48.9,48.02
1,7,20,0,0.624066,1.03547,0,6.65535,3.35725,0,0,0,3.35725,0,0,5.12906,50,48.9,48.02
1,7,21,0,3.98138,1.88452,0,0,0,0.694496,0,0,0,0,0,8.98434,50,49.2,48.56
1,7,22,0,0,1.22043,0,0,1.25666,1.80749,0,0,1.25666,0,0,2.71304,49.82,48.82,48.02
1,7,23,12.0308,0,6.95668,0,0,2.92981,4.2923,0,12.7987,2.92981,0,0,55.5288,48.2,48.2,48.2
1,7,24,2.90395,0,8.54318,0,0,0,3.59086,0,3.0717,0,0,0,0.430361,48.56,48.06,47.66
1,8,1,0,8.12442,2.75999,0,0,3.86788,3.51534,0,0,3.86788,0,0,0.448713,47.12,47.03,46.94
1,8,2,0,8.87916,0,0,0,9.12797,1.00697,0,0,9.12797,0,0,0.213779,48.02,47.45,46.94
1,8,3,0,5.99304,1.45619,0,0,3.61254,0,0,0,3.61254,0,0,0,48.02,47.58,47.12
1,8,4,0,1.34661,0.860981,0,89.7073,0,15.1414,0,0,0,0,0,0,48.02,48.02,48.02
1,8,5,0,0,0,0,24.6538,0,15.5344,0,0,0,0,0,0,48.74,48.24,47.84
1,8,6,0,0,1.16073,0,0,0,13.727,0,0,0,0,0,0.5064,48.02,47.45,46.94
1,8,7,0.51195,0,0.511506,0,0,0,0,0,0,0,0.717816,0,20.1435,47.84,47.18,46.58
1,8,8,19.9661,0,2.79693,0,0,0,0,0,0,0,3.22088,0,22.9084,46.22,46.22,46.22
1,8,9,20.3895,2.42788,4.64074,0,6.39937,4.67717,0.748863,0,19.9661,4.67717,3.5031,0,64.5407,49.1,48.6,48.2
1,8,10,17.3158,4.23801,4.68636,0,6.1434,1.74742,1.79403,0,12.0855,1.74742,3.58509,0,21.4917,50.54,49.54,48.74
1,8,11,11.8767,1.72981,1.87103,0,0,0.594683,1.86931,0,46.0755,0.594683,13.9707,7.2026,8.56954,52.16,50.96,50
1,8,12,0,3.53597,1.82138,0,0,3.26092,0.63789,0,12.677,3.26092,15.3543,0,1.84808,53.96,51.77,50
1,8,13,0,2.77545,4.16451,0,0,3.19818,0,0,0,3.19818,15.8439,0,0.991941,56.48,51.88,48.2
1,8,14,7.42327,0,4.34982,0,0,2.41142,0,0,0,2.41142,0.192362,0,7.74287,59.54,53.69,49.28
1,8,15,7.17385,3.70919,0.0205274,0,0,6.31237,0,0,0,6.31237,0,0,8.99212,55.76,53.43,51.8
1,8,16,0,10.0291,0,0,0,2.56258,0,0,0,2.56258,0,0,25.3464,54.86,52.61,50.9
1,8,17,0,0,2.34751,0,8.44717,0,0.965511,0,0,0,0,0,38.5055,53.96,52.14,50.72
1,8,18,12.7987,0,2.51235,0,11.7748,0,1.7761,0,0,0,0,0,10.6793,53.96,51.77,50
1,8,19,13.8437,0,5.20357,0,7.42327,0,2.31411,0,0,0,0,0,4.32879,53.78,51.61,49.82
1,8,20,1.82414,1.6834,2.85797,0,0,1.55223,2.64463,0,0,1.55223,0,0,5.20386,51.8,50.2,48.92
1,8,21,0,0,0.712287,0,0,0,1.8703,0,4.60755,0,0,0,7.38153,49.82,49.32,48.92
1,8,22,0,0,1.18733,0,0,0,0.498306,0,8.95912,0,0.955059,0,5.41565,48.74,48.74,48.74
1,8,23,0,1.53825,0.933159,0,0,1.91491,0,0,0,1.91491,1.80199,0,1.36628,48.2,47.9,47.66
1,8,24,0,4.04723,0,0,0,3.12282,0,0,0,3.12282,1.8805,0,4.73829,48.02,48.02,48.02
1,9,1,0,0.456975,0,0,0,1.26238,0,0,0,1.26238,0.383183,0,0.403355,47.84,47.84,47.84
1,9,2,12.5428,0.468484,2.67853,0,0,4.65041,0,0,0,4.65041,0,0,10.1239,46.58,46.49,46.4
1,9,3,21.5996,6.66273,4.22788,0,0,2.47947,0,0,0,2.47947,0,0,5.00269,46.58,46.58,46.58
1,9,4,0,4.63251,0.79834,0,40.956,3.10332,15.0708,0,0,3.10332,0,0,0.0674382,46.94,46.94,46.94
1,9,5,0,1.99124,0,0,10.3802,2.79384,15.4953,0,0,2.79384,0,0,0,46.04,46.04,46.04
1,9,6,0,3.09981,1.69743,0,0,0.194933,13.8602,0,0,0.194933,0,0,0.659389,46.04,46.04,46.04
1,9,7,0,0.906538,1.75235,0,0,2.01067,0,0,0,2.01067,0,0,6.37891,46.94,46.94,46.94
1,9,8,11.7748,2.76246,2.11746,0,0,0.831382,0,0,10.495,0.831382,0.0853273,0,85.9073,46.94,46.94,46.94
1,9,9,41.5967,0.437217,4.20927,0,11.5189,0.593744,0.978916,0,34.0447,0.593744,3.04311,0,120.207,46.94,46.94,46.94
1,9,10,30.0968,6.82795,5.23309,0,22.2698,6.151,3.56213,0,22.5258,6.151,5.31092,0,10.5037,46.94,46.94,46.94
1,9,11,1.76255,6.8194,6.06596,0,0,5.52377,3.73243,0,71.0518,5.52377,14.6583,0,19.5168,46.76,46.76,46.76
1,9,12,0,0.579976,6.07331,0,0,0.656092,1.05432,0,7.53273,0.656092,15.1548,0,5.7716,48.38,47.74,47.12
1,9,13,0,0,5.14853,0,0,3.63515,0,0,0,3.63515,15.6233,0,8.48412,51.26,49.46,48.02
1,9,14,0,5.96364,1.37558,0,0,6.22121,0,0,0,6.22121,0.128693,0,4.85643,53.24,50.33,48.02
1,9,15,20.99,5.79747,2.43909,0,0,3.64636,0.51384,0,0,3.64636,0.514906,0,56.4413,53.96,50.75,48.2
1,9,16,15.7454,7.8885,4.66478,0,1.0239,3.57411,2.98256,0,0,3.57411,1.77152,0,39.6495,53.96,51.16,48.92
1,9,17,3.81177,4.64352,3.7462,0,12.5428,3.4933,3.63867,0,5.1195,3.4933,1.82628,0,23.4411,53.96,51.68,49.82
1,9,18,12.5428,1.26949,2.52605,0,12.2868,1.02884,3.40607,0,7.1673,1.02884,1.88953,0,24.4053,53.78,52.26,51.08
