Mon,Day,Hr,Dhw_CZ10_ERWH_SF_bc,Dhw_CZ10_HPWH_SF_bc,Dhw_CZ10_HPWH_bu_SF_bc,Dhw_CZ10_HPWH_bu2_SF_bc,Dhw_CZ10_ERWH_SF_3_to_6,Dhw_CZ10_HPWH_SF_3_to_6,Dhw_CZ10_HPWH_bu_SF_3_to_6,Dhw_CZ10_HPWH_bu2_SF_3_to_6,Dhw_CZ10_ERWH_SF_10_to_1,Dhw_CZ10_HPWH_SF_10_to_1,Dhw_CZ10_HPWH_bu_SF_10_to_1,Dhw_CZ10_HPWH_bu2_SF_10_to_1,Dhw_CZ10_ERWH_MF_bc,Dhw_CZ10_HPWH_MF_bc,Dhw__HPWH_bu2_MF_bc,Dhw_CZ10_HPWH_bu2_MF_bc,Dhw_CZ10_ERWH_MF_3_to_6,Dhw_CZ10_HPWH_MF_3_to_6,Dhw_CZ10_HPWH_bu_MF_3_to_6,Dhw_CZ10_HPWH_bu2_MF_3_to_6,Dhw_CZ10_ERWH_MF_10_to_1,Dhw_CZ10_HPWH_MF_10_to_1,Dhw_CZ10_HPWH_bu_MF_10_to_1,Dhw_CZ10_HPWH_bu2_MF_10_to_1,Dhw_CZ10_NG,Dry Bulb,Wet Bulb,Dew Point
1,1,1,0,0,0,0,0,0.0276969,0,0,0,0,0,0,0,7.5221,1.67829,0,0,0,0,0,0,0,0,0,0,41,36.43,30.38
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71704,0,0,0,0,0,0,0,0,0,0,0,40.64,36.24,30.38
1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13481,0,0,0,0,0,0,0,0,0,0,0,37.4,34.4,30.38
1,1,4,0,0,0,0,11.7009,0,2.32182,3.01375,0,0,0,0,0,0,0,0,61.434,0.589347,14.7295,0,0,0.589347,0,0,0,37.4,34.4,30.38
1,1,5,0,0,0,0,0,0,1.98125,0,0,0,0,0,0,1.01288,0.309029,0,16.884,3.51125,15.213,0,0,3.51125,0,0,0,37.04,34.12,30.2
1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,18.6862,2.34953,4.90106,0,17.9182,1.85214,15.2848,0,18.1742,1.85214,1.32071,0,0,33.98,31.75,28.76
1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,30.717,4.80786,4.23622,0,12.5428,0.114223,3.76343,0,28.4768,0.114223,1.70119,0,0.0631539,35.78,33.48,30.38
1,1,8,0,0,0.169368,0,0,0,0,0,0.767925,0,0,0,9.55564,6.52413,5.42517,0,0,7.62461,3.02249,0,0,7.62461,4.74323,0,4.26247,37.58,34.51,30.38
1,1,9,0,0,2.93227,0,0,0,0,0,8.70023,0,0.480665,0,0,4.57193,5.29764,0,0,3.55279,1.88532,0,0,3.55279,4.45245,0,1.86495,39.56,35.74,30.56
1,1,10,4.35158,3.48546,0,0,0,0.221243,0,0,0,3.48546,2.95331,0,1.79183,3.49112,6.71309,0,1.0239,2.78212,1.17066,0,3.0717,2.78212,3.77551,0,14.1579,43.52,38.44,32
1,1,11,11.2913,1.63813,2.52576,0,0,3.01994,1.33249,0,15.3585,1.63813,2.37753,2.92337,15.3585,4.62243,6.63704,0,34.3007,4.33038,0.0286233,0,105.729,4.33038,13.6925,6.90163,6.83729,48.92,41.32,32.18
1,1,12,0,0,0.266797,0,0,0,0.88537,0,2.054,0,1.78487,0,18.9524,7.35998,4.25896,0,20.222,6.9933,1.82121,0,64.512,6.9933,14.9349,0,0.0421839,53.96,44.18,33.08
1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,15.3585,8.78195,3.75691,0,14.8465,6.71138,3.5626,0,17.504,6.71138,14.1614,0,0,57.38,44.28,28.76
1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0.194844,0.711722,4.73815,0,1.53585,1.28584,2.5969,0,0,1.28584,3.73504,0,0,59.18,45.74,30.56
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,11.2629,2.03256,2.71844,0,0,0,1.82732,0,0,0,1.8913,0,2.73376,60.8,47.06,32.18
1,1,16,0,0,0,0,8.44717,0,0,0,0,0,0,0,31.9805,1.92656,3.427,0,0,4.6763,1.87064,0,0,4.6763,0.671871,0,3.66537,60.8,47.65,33.8
1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,3.52276,4.3509,3.8186,0,2.0478,7.25896,1.93668,0,0,7.25896,0,0,0.119123,60.26,47.77,34.88
1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,15.3585,3.80192,5.38223,0,15.3585,1.62444,1.74073,0,0,1.62444,0,0,0.51202,58.82,47.08,34.88
1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0.743739,4.14403,2.66085,0,3.68835,0,1.82354,0,0,0,0,0,0,57.02,46.42,35.42
1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01139,2.48765,0,0,0,1.85148,0,0,0,0,0,0,55.22,45.14,34.16
1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,3.83962,0.178416,1.72633,0,3.58365,5.13441,1.92919,0,0,5.13441,0.372693,0,0,53.42,45.5,37.4
1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,12.4844,3.60899,1.74907,0,11.6719,3.62527,1.74861,0,10.495,3.62527,3.01063,0,3.03385,51.44,44.58,37.4
1,1,23,0,2.79382,0,0,0,0,0,0,0,2.79382,0,0,0,4.09737,1.82755,0,0,2.60725,1.82699,0,2.55975,2.60725,3.65883,0,0,48.02,42.9,37.4
1,1,24,0,0,0,0,0,2.03136,0,0,0,0,0,0,0,0.838906,3.44114,0,0,1.87674,1.88526,0,0,1.87674,2.65266,0,0,46.22,41.99,37.4
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338451,2.98991,0,0,2.51477,0,0,0,2.51477,0,0,1.81929,44.6,41.1,37.22
1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38445,0.620794,0,0,0,1.2084,0,0,0,0,0,0,44.42,40.39,35.78
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581142,0.310469,0,0,0,1.78159,0,0,0,0,0,0,42.62,40.11,37.22
1,2,4,0,0,0,0,9.50817,0,2.33164,2.96814,0,0,0,0,0,0.627086,1.57367,0,90.7173,0,14.7518,0,0,0,0.812831,0,0,41.36,38.77,35.78
1,2,5,0,0,0,0,0,0,1.97625,0,0,0,0,0,0,4.45679,0,0,20.9906,0.335885,14.9909,0,0,0.335885,2.851,0,0,44.6,41.18,37.4
1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11084,0.617649,0,0,3.58681,13.5369,0,0,3.58681,2.40381,0,0,44.6,41.26,37.58
1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499503,3.37107,0,0,5.77486,0.190905,0,0,5.77486,0.551078,0,0,44.78,42.05,39.2
1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12169,2.10116,0,0,2.05025,0,0,0,2.05025,0,0,0,46.4,42.86,39.2
1,2,9,0,0,0.208795,0,0,0,0,0,0,0,0,0,2.81573,3.95766,3.7411,0,0,0,0,0,0.51195,0,0,0,6.45801,46.58,42.96,39.2
1,2,10,10.8219,0,2.7607,0,0,0,0,0,0,0,1.98462,0,22.7818,3.7675,2.96573,0,0,1.06131,0,0,14.3346,1.06131,2.44163,0,5.38979,48.56,43.88,39.02
1,2,11,0,0,1.07853,0,0,0,0,0,12.3998,0,3.33911,0,16.952,0,1.84038,0,0,6.08518,0,0,30.717,6.08518,14.8628,0,1.67056,51.8,44.82,37.58
1,2,12,0,1.02021,0,0,0,0,0,0,0,1.02021,0.644636,0,0,0,1.86218,0,0,0,1.03827,0,11.7158,0,15.2967,0,0.981527,51.98,45.55,39.2
1,2,13,0,1.9994,0,0,0,2.67822,0,0,0,1.9994,0,0,0,3.21331,2.16728,0,0,0.27682,1.80111,0,8.44527,0.27682,15.2262,0,1.89682,51.26,46.5,42.08
1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32947,4.42758,0,0,4.42394,1.88741,0,0,4.42394,0.47969,0,0,48.2,48.2,48.2
1,2,15,0,0,1.57916,0,0,0,1.69819,0,0,0,0,0,0,3.92432,4.51355,0,0,2.89629,0,0,0,2.89629,0,0,12.0779,48.2,48.2,48.2
1,2,16,0,0,0.871626,0,0,0,0.838656,0,0,0,0,0,0,2.80034,2.05322,0,0,0,0,0,0,0,0,0,0,48.2,48.2,48.2
1,2,17,1.0239,0.122286,0,0,1.0239,0.110601,0,0,0,0.122286,0,0,15.3585,0,1.31754,0,0,0,0,0,0,0,0,0,7.73426,49.28,49.08,48.92
1,2,18,9.67951,3.30124,0,0,8.70315,2.55337,0,0,0,3.30124,0.662818,0,0.139138,0,0,0,0,0.855517,0,0,0,0.855517,0,0,3.68514,49.82,49.82,49.82
1,2,19,0,0,0,0,0,0,0,0,0,0,1.5135,0,24.8296,0,0,0,14.8465,5.55643,0,0,0,5.55643,0,0,1.11897,48.2,48.2,48.2
1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,6.80258,1.2596,0.977887,0,2.30377,3.72987,1.33773,0,0,3.72987,0,0,0.970424,48.2,48.2,48.2
1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05099,3.18625,0,0,0,3.12919,0,0,0,1.30819,0,0.738514,48.2,48.2,48.2
1,2,22,0,0,0.926714,0,0,0,0.895589,0,5.63145,0,0,0,0,0,1.94786,0,0,0,3.55212,0,0,0,1.82599,0,10.7112,50,50,50
1,2,23,0,0,2.65836,0,0,0,2.43204,0,5.1195,0,0,0,13.3107,5.24825,4.39147,0,0,0,2.9646,0,11.7748,0,1.42953,0,0.782924,50,50,50
1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,6.79141,0.497083,0.977005,0,0,0.991735,1.82787,0,1.27988,0.991735,0,0,0,50,50,50
1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204283,0,0,0,2.06906,1.26455,0,0,2.06906,0,0,0.0662342,50.18,50.08,50
1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13233,0,0,0,1.64961,0,0,0,1.64961,0,0,0.745734,51.62,50.5,49.64
1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10821,2.39942,0,0,0,0,0,0,0,0,0,0,49.82,47.91,46.22
1,3,4,0,0,0,0,14.8431,0,0,2.79612,0,0,0,0,0,2.25445,3.06853,0,61.434,0.897538,15.1774,0,0,0.897538,0,0,0.033165,48.02,46.1,44.42
1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32138,0.583311,0,9.7897,5.36529,15.5343,0,0,5.36529,0,0,0,45.86,44.31,42.8
1,3,6,0,2.43546,0,0,0,2.41219,0,0,0,2.43546,0,0,0,3.17602,0.125476,0,0,3.86292,13.7421,0,0,3.86292,0,0,0,41.54,40.82,40.1
1,3,7,0,0.463095,0,0,0,0,0,0,0,0.463095,0,0,0,4.45393,1.33902,0,0,1.56027,0,0,0,1.56027,0,0,0,44.24,44.24,44.24
1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,26.3654,0.226723,3.14573,0,0,2.56871,0,0,0,2.56871,1.70924,0,0,42.8,42.8,42.8
1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,27.719,1.62323,5.3455,0,2.30377,1.27383,0,0,0,1.27383,4.62511,0,0.447153,43.52,43.25,42.98
1,3,10,9.98302,0.247508,0.97899,0,0,0.221147,0.928121,0,3.0717,0.247508,2.30922,0,0.220106,7.12472,4.93601,0,10.495,6.09173,0,0,0,6.09173,5.35102,0,20.6643,48.56,46.45,44.6
1,3,11,15.3585,3.59085,2.66224,0,7.42327,3.32306,2.76599,0,15.3585,3.59085,1.17225,7.56948,12.7987,4.19019,4.86227,0,12.2868,7.16274,1.12257,0,107.509,7.16274,14.9099,0,25.5217,51.98,48.05,44.6
1,3,12,1.26227,1.51906,2.75535,0,4.60755,1.11962,2.08476,0,8.49345,1.51906,2.92333,0,15.3585,3.56518,6.45614,0,15.3531,3.32999,1.76669,0,50.9434,3.32999,15.2148,0,0.033165,53.6,48.31,43.7
1,3,13,0,0,0,0,0,0,0,0,0,0,1.97828,0,3.57226,8.0277,4.88605,0,0,3.25365,1.81619,0,9.88229,3.25365,15.2472,0,0,53.78,45.51,37.04
1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1.79183,5.54061,2.33808,0,0,0,1.88436,0,0,0,3.72808,0,0,55.4,44.83,33.08
1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,12.9446,0,1.82518,0,0,0,0.513338,0,0,0,1.90777,0,0.3698,55.58,42.97,27.68
1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,3.32768,0,3.58415,0,0,0,0,0,0,0,0,0,6.06104,57.2,41.93,21.2
1,3,17,0,0,0.809987,0,0,0,0.809092,0,0,0,0,0,27.1071,0,3.71623,0,0,1.49415,0.317794,0,0,1.49415,0,0,9.13659,56.48,41.09,19.22
1,3,18,0,0,2.05618,0,0,0,2.07341,0,0,0,0,0,9.30389,1.42137,4.45331,0,4.60755,5.53721,2.41238,0,0,5.53721,0.515579,0,3.48961,54.14,39.98,19.58
1,3,19,9.15733,2.87963,0,0,8.49394,2.73494,0,0,0,2.87963,0,0,11.5665,7.38118,2.3509,0,9.98302,8.02297,4.48507,0,0,8.02297,1.77356,0,2.62243,51.44,38.53,19.58
1,3,20,0,0.302434,0,0,0,0,0,0,0,0.302434,0,0,0,7.09265,1.82007,0,0,5.29052,3.83247,0,0,5.29052,1.85578,0,0.811489,48.38,36.78,19.04
1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31129,1.88908,0,0,0,3.34783,0,0,0,0.893415,0,0,49.82,36.56,14.54
1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72703,4.23364,0,0,0.455239,2.38352,0,13.3107,0.455239,0,0,0,47.84,36.29,18.14
1,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75397,0,0,3.37765,1.83485,0,0.767925,3.37765,0,0,0.033165,44.42,35.33,21.74
1,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82128,0,0,3.13102,1.17345,0,0,3.13102,0,0,0,42.8,35.42,24.98
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41995,2.36946,0,0,1.63981,0,0,0,1.63981,0.145266,0,0,42.62,35.32,24.98
1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655016,2.48495,0,0,0.916511,0.495407,0,0,0.916511,1.7895,0,0,41.18,34.5,24.98
1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93479,0.639877,0,0,1.5695,1.80198,0,0,1.5695,1.8658,0,0,42.44,35.28,25.16
1,4,4,0,0,0,0,8.95809,0,0,3.15242,0,0,0,0,0,8.207,0.416645,0,106.666,2.78632,14.878,0,0,2.78632,0.536698,0,0,39.2,33.93,26.6
1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83456,0,31.6642,0,15.2997,0,0,0,0,0,0,39.02,33.25,24.98
1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11188,0,0,0,15.695,0,0,0,1.02492,0,0.243376,37.22,32.28,25.16
1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,12.2868,0,3.55033,0,0,0,0.0320403,0,0.51195,0,3.0724,0,0,35.42,31.83,26.78
1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,20.222,0,4.63773,0,9.2151,0,1.62301,0,15.3585,0,3.74842,0,0,34.16,31.11,26.78
1,4,9,0,1.11836,0,0,0,0.899613,0,0,0,1.11836,0,0,17.3719,1.23819,5.06246,0,8.95912,3.75984,2.48879,0,12.2868,3.75984,4.03253,0,0,37.94,33.28,26.78
1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,30.1847,4.20281,4.98501,0,14.3346,10.8796,3.41404,0,18.9422,10.8796,6.29986,0,0,43.88,36.23,25.52
1,4,11,0,0,0,0,0,0,0,0,11.0248,0,2.99684,0,24.3136,10.1871,6.73082,0,0,11.8842,1.79054,0,102.016,11.8842,13.6802,8.67532,0,51.98,37.93,15.44
1,4,12,0,0,0,0,0,0,0,0,0,0,2.19067,0,14.9862,13.9647,6.06003,0,0,5.31774,2.88069,0,40.3917,5.31774,15.0688,0,0,53.78,37.96,10.4
1,4,13,0,0,0,0,0,0,0,0,0,0,0,0,14.9974,4.84797,8.72876,0,11.2629,1.49051,2.63485,0,5.1195,1.49051,13.882,0,0,55.76,38.78,8.96
1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,13.8829,5.19046,6.3768,0,9.47107,3.32329,1.9757,0,0.51195,3.32329,5.74756,0,0.232234,59.18,40.85,10.76
1,4,15,0,0,0,0,0,0,0,0,0,0,0,0,23.0378,6.72414,4.36418,0,15.3585,5.02597,3.98738,0,0,5.02597,3.5972,0,1.25049,60.8,41.88,12.2
1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,19.768,1.46992,3.67766,0,1.6135,1.02949,5.42106,0,0,1.02949,3.73473,0,1.47178,60.8,41.62,10.58
1,4,17,0,0,0,0,0,0,0,0,0,0,0,0,6.77895,0,2.6637,0,0,0,6.7138,0,0,0,1.63844,0,1.84721,60.26,41.39,10.76
1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01565,0.95942,0,0,0,3.91531,0,0,0,0,0,0,57.74,40.41,12.56
1,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88333,0,14.3346,0,0,0,2.0078,54.86,39.38,15.08
1,4,20,0,1.85696,1.00914,0,0,1.60726,0,0,0,1.85696,0,0,6.1434,0,3.64973,0,5.88742,0.488373,0.896528,0,0,0.488373,0,0,0,49.46,37.98,21.38
1,4,21,0,0,1.81086,0,0,0,0,0,0,0,0,0,10.2311,0,4.66645,0,7.67925,3.99035,1.77006,0,0,3.99035,0,0,0,44.6,35.52,21.92
1,4,22,0,0,0,0,0,0,0,0,0,0,0,0,9.72705,1.06461,4.70478,0,13.3107,2.13123,2.7983,0,9.47107,2.13123,2.24338,0,0,44.06,36.79,26.96
1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,15.8025,4.29797,3.77815,0,23.9959,5.6919,3.54618,0,12.0308,5.6919,3.52767,0,0,39.2,34.52,28.22
1,4,24,0,0,0,0,0,0,0,0,0,0,0,0,7.21843,12.4847,3.63816,0,7.43148,9.67947,3.64529,0,0,9.67947,3.64196,0,0,39.56,33.38,24.44
1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3813,2.68149,0,0,7.40658,2.46551,0,0,7.40658,2.64134,0,1.85404,42.62,33.66,19.58
1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08681,5.54827,0,0,3.22919,1.57434,0,0,3.22919,1.20217,0,0,41.54,32.97,19.22
1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87837,1.18017,0,0,0,0,0,0,0,0,0,0,46.76,35.05,15.44
1,5,4,0,0,0,0,0,0,2.19628,3.21843,0,0,0,0,0,5.31324,2.24608,0,89.2975,0,15.0596,0,0,0,0,0,0,50,35.94,10.58
1,5,5,0,0,0,0,0,0,2.6078,0,0,0,0,0,0,0,1.92711,0,16.3022,0,15.4541,0,0,0,2.12872,0,0,49.64,35.77,10.76
1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93582,0.267029,0,0,0,14.995,0,0,0,2.58212,0,0,46.4,34.19,12.38
1,5,7,6.39937,1.2778,0.873932,0,5.1195,1.11054,0.743096,0,4.86352,1.2778,0.895518,0,0,0.940347,0,0,0,4.41357,0,0,0,4.41357,0.531049,0,36.592,46.58,34.23,12.02
1,5,8,15.3585,3.74129,2.01159,2.81089,11.5069,3.34927,2.89491,0,11.2629,3.74129,2.61866,0,3.83962,1.75418,0,0,0,0,0,0,0,0,1.85588,0,10.4548,48.2,34.63,8.96
1,5,9,2.71111,2.19323,2.4367,0,0,1.4514,0.26789,0,0,2.19323,2.34856,0,12.158,0,1.11376,0,0,0,0,0,0,0,0.249944,0,0.550126,48.74,35.2,10.4
1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03726,0,0,3.16553,0,0,0,3.16553,1.55102,0,10.6056,53.96,37.86,9.14
1,5,11,7.42327,0,1.54979,0,7.42327,0,1.55635,0,15.3585,0,2.38184,2.61505,0,0,2.39393,0,0,3.68968,0,0,74.9117,3.68968,15.21,0,9.58719,57.56,40.35,12.56
1,5,12,1.00745,0,1.14245,0,1.03803,1.39124,1.09127,0,1.30321,0,2.64674,0,0,1.90104,3.21755,0,0,0,0,0,15.1618,0,15.634,0,0,60.44,42.06,14
1,5,13,4.0956,1.85895,0.910862,0,4.0956,1.28213,0.910746,0,4.60755,1.85895,1.23096,0,0,4.81655,0,0,0,1.83592,0,0,0,1.83592,13.5209,0,20.8972,57.74,40.46,12.74
1,5,14,5.14026,2.6784,2.07047,0,5.13916,1.69776,2.07176,0,0,2.6784,0.634457,0,0,1.96884,1.64951,0,0,1.50743,0,0,0,1.50743,0,0,1.67743,62.6,43.55,16.16
1,5,15,0,0,0.615627,0,0,0,0.615593,0,0,0,0,0,5.88742,0,1.17064,0,0,0.785588,0,0,4.0956,0.785588,0,0,16.6833,62.6,43.88,17.78
1,5,16,0,0,1.64098,0,0,0,1.64113,0,0,0,0,0,13.9064,0,4.4762,0,0,0,0,0,8.44717,0,0,0,0.0564998,62.42,43.73,17.42
1,5,17,4.60755,0,0,0,4.60755,0,0,0,0,0,0,0,0,0,3.00223,0,0,0.475241,1.59014,0,0,0.475241,0,0,2.12765,61.16,42.58,15.08
1,5,18,3.89646,2.49642,0,0,3.89645,2.31054,0,0,0,2.49642,2.37444,0,0,5.33191,4.76134,0,3.58365,1.67681,1.842,0,0,1.67681,0,0,3.54299,58.82,41.05,13.1
1,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97174,2.65963,0,8.95912,6.60792,1.30157,0,0,6.60792,0,0,0.291841,57.02,39.98,12.2
1,5,20,0,0,0,0,0,0,0,0,8.44717,0,0,0,0,3.72819,0,0,0,3.17231,0.861364,0,0,3.17231,0.258494,0,7.69339,55.22,38.74,10.58
1,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25291,0,0,0.767925,1.33117,1.78466,0,0,1.33117,1.76971,0,0.406693,53.6,37.84,10.4
1,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7748,0,1.85792,0,0,0,1.86099,0,0,53.78,37.68,8.78
1,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862068,0,0,0,0.671925,0,0.232165,55.04,38.36,8.78
1,5,24,10.495,2.39726,1.88638,0,10.495,2.22178,1.88632,0,9.72705,2.39726,1.78562,0,0,0,1.76247,0,0,1.07579,0,0,0,1.07579,0,0,24.3256,51.62,36.55,8.96
1,6,1,3.72743,1.56945,2.9232,0,3.72742,1.21738,2.923,0,1.35762,1.56945,2.44631,0,0,4.53516,2.78002,0,0,2.90882,0,0,0,2.90882,0,0,0,50,35.94,10.58
1,6,2,0,0,0.311537,0,0,0,0.312535,0,0,0,0,0,0,5.19442,1.47285,0,0,3.96442,0,0,0,3.96442,0,0,0,49.82,35.84,10.58
1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15972,1.6489,0,0,2.98779,0,0,0,2.98779,0,0,0,48.38,34.99,10.58
1,6,4,0,0,0,0,8.5589,0,0,2.64649,0,0,0,0,0,0,2.54412,0,15.3585,0,15.1675,0,0,0,0,0,0,50.18,36,10.4
1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88178,0,7.67822,0.498138,15.0523,0,0,0.498138,0,0,0,51.8,36.59,8.78
1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,14.8465,2.17675,1.73166,0,10.1447,1.42424,13.8334,0,0,1.42424,0,0,0.310522,51.8,36.62,8.96
1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,13.1257,3.39225,2.89951,0,0,0,0,0,0,0,0,0,0,51.44,36.72,10.76
1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,10.2896,0,2.9059,0,0,0,0,0,0,0,0.897643,0,5.7416,48.2,35.28,12.74
1,6,9,0,0,2.11738,0,0,0,0,0,0,0,2.11531,0,0,0,1.8859,0,0,0.635284,0,0,0,0.635284,1.80834,0,8.26538,48.92,36.35,15.98
1,6,10,11.9062,3.25019,2.07764,0,6.91132,3.07653,2.44249,0,11.9152,3.25019,2.09581,0,33.2768,2.38528,0.18142,0,0,6.19776,0,0,0,6.19776,1.88865,0,13.3009,53.78,38.92,15.8
1,6,11,0,0.453838,0,0,0,0.239143,0.929794,0,8.37423,0.453838,3.42235,0,27.7278,2.01982,0.455171,0,0,3.15849,0,0,101.767,3.15849,14.789,0,0,56.3,40,14.36
1,6,12,0,0,0,0,0,0,0,0,0,0,0,0,1.0239,4.3065,2.18682,0,2.55975,4.14735,0,0,46.0246,4.14735,15.1495,0,0.310201,62.96,43.7,16.16
1,6,13,0,0,0,0,0,0,0,0,0,0,0,0,15.3585,0.890495,3.83811,0,15.3585,5.7913,1.68413,0,18.1671,5.7913,14.3835,0,0.0917841,66.2,45.53,17.78
1,6,14,0,0,0,0,0,0,0,0,0,0,0,0,4.69454,8.73981,5.05126,0,5.99488,3.33208,1.81499,0,0,3.33208,1.96119,0,0.359141,66.2,45.53,17.78
1,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44788,3.98194,0,0,3.76798,1.86961,0,0,3.76798,1.14934,0,0.211797,66.02,45.49,17.96
1,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36931,5.95916,0,0,2.40336,0.671713,0,0,2.40336,0,0,4.88904,64.22,45,19.76
1,6,17,0,0,0,0,0,0,0,0,0,0,0,0,1.53585,3.77831,6.31929,0,0,2.72056,0.956261,0,0,2.72056,0,0,0,63.14,44.89,21.38
1,6,18,0,0,0,0,0,0,0,0,0,0,0,0,14.1605,0.508033,4.17836,0,0,0,1.78032,0,0,0,0,0,0,61.52,44.61,23.36
1,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88594,0,12.5428,0,1.85024,0,0,0,0,0,5.13982,60.08,44.48,25.34
1,6,20,0,0,0,0,0,0,0,0,0,0,0,0,3.83962,0,1.3438,0,17.6623,1.34589,1.3985,0,0,1.34589,0.688674,0,1.54884,55.4,43.28,28.76
1,6,21,0,0,0,0,0,0,0,0,0,0,0,0,21.5019,2.03498,4.72797,0,15.3585,6.15427,2.42266,0,0,6.15427,3.52345,0,0,55.22,43.74,30.2
1,6,22,0,0,0,0,0,0,0,0,0,0,0,0,12.7546,2.48953,3.87014,0,0.511346,3.76842,3.55392,0,7.93522,3.76842,3.65156,0,0.0845454,53.78,42.4,28.58
1,6,23,0,1.23289,0,0,0,0.985964,0,0,0,1.23289,0,0,0,6.33474,3.69379,0,13.0547,1.4544,3.64575,0,8.44717,1.4544,3.20933,0,0,55.22,43.26,28.94
1,6,24,0,1.28155,0.665097,0,0,1.3098,0.666156,0,0,1.28155,0,0,0,2.14714,2.29905,0,1.79182,0,3.27607,0,9.72705,0,1.8891,0,1.75414,53.42,43.59,32.18
1,7,1,0,0,2.05135,0,0,0,2.02223,0,0,0,0,0,0,0,0.223423,0,0,0,0.363986,0,2.81572,0,0.176177,0,0,51.62,43.33,33.98
1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468129,0,0,0,0.468129,0,0,0,50.18,43.08,35.24
1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83174,0,0,3.09987,0,0,0,3.09987,0,0,0,51.8,42.69,32
